Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,9*26*2018 3:01:33 PM
Stop of measurement:,10*1*2018 1:51:05 PM
Duration of Measurements:,4 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,375
Empty soil sampling ring weight [g]:,212.12
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,1640
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,184226046
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,9*26*2018 3:01:33 PM
Stop,9*28*2018 12:18:49 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.420302882339015
Dry soil weight [g]:,105.25
Additional Soil Paramters,
Density [g/cm3]:,1.06
Porosity [-]:,0.60
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
9*28*2018 9:35:29 AM,29.93,32.41,17.88,720.56,133.44,-13.42
9*28*2018 9:47:48 AM,30.27,32.75,17.93,720.51,133.39,-13.47
9*28*2018 9:58:06 AM,30.53,33.04,17.98,720.47,133.35,-13.51
9*28*2018 10:08:18 AM,30.82,33.31,18.04,720.43,133.31,-13.55
9*28*2018 10:18:34 AM,31.18,33.73,18.11,720.37,133.25,-13.61
9*28*2018 10:28:54 AM,31.5,34.02,18.19,720.32,133.2,-13.66
9*28*2018 10:38:59 AM,31.73,34.29,18.28,720.28,133.16,-13.7
9*28*2018 10:51:18 AM,32.08,34.59,18.39,720.23,133.11,-13.75
9*28*2018 11:01:34 AM,32.41,34.83,18.49,720.18,133.06,-13.8
9*28*2018 11:11:44 AM,32.74,35.23,18.56,720.13,133.01,-13.85
9*28*2018 11:22:00 AM,33.01,35.54,18.63,720.09,132.97,-13.89
9*28*2018 11:32:04 AM,33.35,35.81,18.67,720.04,132.92,-13.94
9*28*2018 11:42:20 AM,33.71,36.18,18.69,720,132.88,-13.98
9*28*2018 11:58:39 AM,34.31,36.84,18.68,719.93,132.81,-14.05
9*28*2018 12:08:40 PM,34.75,37.21,18.67,719.88,132.76,-14.1
9*28*2018 12:18:49 PM,35.17,37.6,18.66,719.84,132.72,-14.14
9*28*2018 12:28:55 PM,35.48,38,18.68,719.81,132.69,-14.17
9*28*2018 12:41:21 PM,35.8,38.31,18.76,719.76,132.64,-14.22
9*28*2018 12:51:37 PM,36.07,38.65,18.86,719.73,132.61,-14.25
9*28*2018 1:01:53 PM,36.07,38.81,18.95,719.68,132.56,-14.3
9*28*2018 1:11:57 PM,36.73,39.28,19.01,719.64,132.52,-14.34
9*28*2018 1:22:00 PM,37.07,39.62,19.04,719.6,132.48,-14.38
9*28*2018 1:32:07 PM,37.43,39.92,19.06,719.57,132.45,-14.41
9*28*2018 1:42:21 PM,37.8,40.3,19.08,719.53,132.41,-14.45
9*28*2018 1:52:29 PM,38.17,40.73,19.12,719.49,132.37,-14.49
9*28*2018 2:02:37 PM,38.56,40.98,19.2,719.45,132.33,-14.53
9*28*2018 2:12:46 PM,38.85,41.44,19.3,719.41,132.29,-14.57
9*28*2018 2:22:51 PM,39.2,41.72,19.4,719.37,132.25,-14.61
9*28*2018 2:32:55 PM,39.49,42.15,19.51,719.33,132.21,-14.65
9*28*2018 2:43:01 PM,39.87,42.41,19.63,719.3,132.18,-14.68
9*28*2018 2:53:07 PM,40.24,42.78,19.72,719.26,132.14,-14.72
9*28*2018 3:03:21 PM,40.57,43.15,19.77,719.22,132.1,-14.76
9*28*2018 3:13:27 PM,41,43.55,19.81,719.18,132.06,-14.8
9*28*2018 3:23:38 PM,41.47,44.01,19.84,719.13,132.01,-14.85
9*28*2018 3:33:53 PM,41.9,44.48,19.85,719.09,131.97,-14.89
9*28*2018 3:43:54 PM,42.35,44.87,19.86,719.05,131.93,-14.93
9*28*2018 3:54:10 PM,42.85,45.39,19.86,719,131.88,-14.98
9*28*2018 4:04:20 PM,43.27,45.69,19.86,718.96,131.84,-15.02
9*28*2018 4:14:37 PM,43.69,46.25,19.86,718.93,131.81,-15.05
9*28*2018 4:24:48 PM,44.16,46.7,19.86,718.89,131.77,-15.09
9*28*2018 4:35:02 PM,44.57,47.15,19.88,718.85,131.73,-15.13
9*28*2018 4:45:19 PM,45.02,47.6,19.92,718.8,131.68,-15.18
9*28*2018 4:55:29 PM,45.36,47.95,19.97,718.76,131.64,-15.22
9*28*2018 5:05:41 PM,45.76,48.33,20.04,718.72,131.6,-15.26
9*28*2018 5:15:49 PM,46.15,48.73,20.1,718.68,131.56,-15.3
9*28*2018 5:26:05 PM,46.62,49.19,20.15,718.63,131.51,-15.35
9*28*2018 5:36:18 PM,47.11,49.69,20.17,718.59,131.47,-15.39
9*28*2018 5:46:34 PM,47.59,50.16,20.17,718.55,131.43,-15.43
9*28*2018 5:56:44 PM,48.12,50.71,20.14,718.5,131.38,-15.48
9*28*2018 6:06:53 PM,48.68,51.29,20.09,718.46,131.34,-15.52
9*28*2018 6:17:04 PM,49.28,51.94,20.03,718.41,131.29,-15.57
9*28*2018 6:27:15 PM,49.95,52.56,19.96,718.37,131.25,-15.61
9*28*2018 6:37:33 PM,50.56,53.22,19.9,718.32,131.2,-15.66
9*28*2018 6:47:52 PM,51.21,53.89,19.83,718.27,131.15,-15.71
9*28*2018 6:58:04 PM,51.84,54.47,19.77,718.22,131.1,-15.76
9*28*2018 7:08:15 PM,52.4,55.05,19.71,718.18,131.06,-15.8
9*28*2018 7:18:32 PM,53.04,55.68,19.64,718.14,131.02,-15.84
9*28*2018 7:28:43 PM,53.6,56.3,19.58,718.09,130.97,-15.89
9*28*2018 7:38:50 PM,54.3,57.05,19.52,718.05,130.93,-15.93
9*28*2018 7:49:09 PM,55.03,57.76,19.45,718,130.88,-15.98
9*28*2018 7:59:24 PM,55.74,58.63,19.39,717.95,130.83,-16.03
9*28*2018 8:09:39 PM,56.45,59.17,19.33,717.9,130.78,-16.08
9*28*2018 8:19:55 PM,57.12,59.89,19.28,717.85,130.73,-16.13
9*28*2018 8:30:07 PM,57.75,60.48,19.23,717.8,130.68,-16.18
9*28*2018 8:40:19 PM,58.35,61.09,19.18,717.76,130.64,-16.22
9*28*2018 8:50:30 PM,58.94,61.75,19.14,717.71,130.59,-16.27
9*28*2018 9:00:44 PM,59.68,62.54,19.09,717.67,130.55,-16.31
9*28*2018 9:11:04 PM,60.5,63.45,19.04,717.61,130.49,-16.37
9*28*2018 9:21:15 PM,61.38,64.26,18.99,717.56,130.44,-16.42
9*28*2018 9:31:27 PM,62.2,65.12,18.96,717.51,130.39,-16.47
9*28*2018 9:41:34 PM,62.93,65.9,18.93,717.46,130.34,-16.52
9*28*2018 9:51:51 PM,63.68,66.62,18.9,717.41,130.29,-16.57
9*28*2018 10:02:07 PM,64.4,67.35,18.87,717.36,130.24,-16.62
9*28*2018 10:12:18 PM,65.21,68.19,18.84,717.31,130.19,-16.67
9*28*2018 10:22:33 PM,66,68.94,18.81,717.26,130.14,-16.72
9*28*2018 10:32:41 PM,66.69,69.77,18.77,717.21,130.09,-16.77
9*28*2018 10:42:49 PM,67.56,70.65,18.74,717.16,130.04,-16.82
9*28*2018 10:53:04 PM,68.35,71.5,18.7,717.11,129.99,-16.87
9*28*2018 11:03:09 PM,69.07,72.18,18.67,717.06,129.94,-16.92
9*28*2018 11:13:15 PM,69.84,72.98,18.64,717.02,129.9,-16.96
9*28*2018 11:23:33 PM,70.61,73.8,18.61,716.97,129.85,-17.01
9*28*2018 11:33:40 PM,71.38,74.59,18.58,716.92,129.8,-17.06
9*28*2018 11:43:51 PM,72.14,75.4,18.55,716.88,129.76,-17.1
9*28*2018 11:54:05 PM,72.95,76.23,18.51,716.83,129.71,-17.15
9*29*2018 12:04:21 AM,73.79,77.19,18.48,716.78,129.66,-17.2
9*29*2018 12:14:37 AM,74.68,78.03,18.45,716.73,129.61,-17.25
9*29*2018 12:24:46 AM,75.47,78.86,18.43,716.68,129.56,-17.3
9*29*2018 12:34:53 AM,76.26,79.63,18.41,716.64,129.52,-17.34
9*29*2018 12:45:07 AM,77.01,80.49,18.38,716.59,129.47,-17.39
9*29*2018 12:55:24 AM,77.77,81.34,18.36,716.55,129.43,-17.43
9*29*2018 1:05:43 AM,78.56,82.16,18.33,716.5,129.38,-17.48
9*29*2018 1:15:54 AM,79.4,83.12,18.31,716.45,129.33,-17.53
9*29*2018 1:25:55 AM,80.31,84.08,18.28,716.41,129.29,-17.57
9*29*2018 1:35:59 AM,81.23,85,18.25,716.36,129.24,-17.62
9*29*2018 1:46:04 AM,82.03,85.84,18.24,716.32,129.2,-17.66
9*29*2018 1:56:11 AM,82.78,86.63,18.23,716.27,129.15,-17.71
9*29*2018 2:06:30 AM,83.62,87.53,18.22,716.22,129.1,-17.76
9*29*2018 2:16:35 AM,84.44,88.39,18.2,716.18,129.06,-17.8
9*29*2018 2:26:44 AM,85.24,89.25,18.18,716.13,129.01,-17.85
9*29*2018 2:37:02 AM,86.04,90.11,18.16,716.09,128.97,-17.89
9*29*2018 2:47:14 AM,86.82,90.96,18.15,716.04,128.92,-17.94
9*29*2018 2:57:25 AM,87.66,91.87,18.12,716,128.88,-17.98
9*29*2018 3:07:30 AM,88.56,92.87,18.1,715.96,128.84,-18.02
9*29*2018 3:17:37 AM,89.4,93.73,18.09,715.92,128.8,-18.06
9*29*2018 3:27:42 AM,90.27,94.71,18.08,715.88,128.76,-18.1
9*29*2018 3:37:54 AM,91.14,95.67,18.07,715.84,128.72,-18.14
9*29*2018 3:47:57 AM,91.97,96.53,18.06,715.8,128.68,-18.18
9*29*2018 3:58:09 AM,92.89,97.51,18.04,715.76,128.64,-18.22
9*29*2018 4:08:13 AM,93.83,98.65,18.03,715.71,128.59,-18.27
9*29*2018 4:18:22 AM,94.83,99.69,18.01,715.67,128.55,-18.31
9*29*2018 4:28:38 AM,95.79,100.8,18,715.63,128.51,-18.35
9*29*2018 4:38:49 AM,96.68,101.85,17.99,715.59,128.47,-18.39
9*29*2018 4:48:56 AM,97.61,102.84,17.99,715.55,128.43,-18.43
9*29*2018 4:59:05 AM,98.52,103.74,17.99,715.5,128.38,-18.48
9*29*2018 5:09:13 AM,99.42,104.9,17.99,715.46,128.34,-18.52
9*29*2018 5:19:17 AM,100.38,106.01,17.98,715.41,128.29,-18.57
9*29*2018 5:29:32 AM,101.31,107.06,17.97,715.36,128.24,-18.62
9*29*2018 5:39:47 AM,102.25,108.16,17.96,715.32,128.2,-18.66
9*29*2018 5:49:50 AM,103.25,109.27,17.95,715.28,128.16,-18.7
9*29*2018 6:00:04 AM,104.17,110.53,17.94,715.24,128.12,-18.74
9*29*2018 6:10:07 AM,105.29,111.72,17.93,715.2,128.08,-18.78
9*29*2018 6:20:13 AM,106.33,112.85,17.92,715.15,128.03,-18.83
9*29*2018 6:30:19 AM,107.4,114.08,17.91,715.11,127.99,-18.87
9*29*2018 6:40:20 AM,108.43,115.45,17.89,715.06,127.94,-18.92
9*29*2018 6:50:30 AM,109.49,116.66,17.87,715.01,127.89,-18.97
9*29*2018 7:00:31 AM,110.52,117.78,17.84,714.96,127.84,-19.02
9*29*2018 7:10:33 AM,111.52,119.08,17.81,714.92,127.8,-19.06
9*29*2018 7:20:41 AM,112.55,120.41,17.77,714.87,127.75,-19.11
9*29*2018 7:30:43 AM,113.65,121.71,17.73,714.83,127.71,-19.15
9*29*2018 7:40:44 AM,114.71,123.1,17.7,714.79,127.67,-19.19
9*29*2018 7:50:46 AM,115.81,124.25,17.68,714.75,127.63,-19.23
9*29*2018 8:01:01 AM,116.82,125.55,17.65,714.71,127.59,-19.27
9*29*2018 8:11:20 AM,118.01,126.95,17.63,714.66,127.54,-19.32
9*29*2018 8:21:32 AM,119.08,128.36,17.61,714.62,127.5,-19.36
9*29*2018 8:31:43 AM,120.23,129.91,17.59,714.58,127.46,-19.4
9*29*2018 8:41:52 AM,121.26,131.24,17.6,714.54,127.42,-19.44
9*29*2018 8:52:03 AM,122.36,132.77,17.62,714.49,127.37,-19.49
9*29*2018 9:02:09 AM,123.48,134.15,17.64,714.45,127.33,-19.53
9*29*2018 9:12:19 AM,124.61,135.56,17.66,714.4,127.28,-19.58
9*29*2018 9:22:25 AM,125.68,136.89,17.69,714.36,127.24,-19.62
9*29*2018 9:32:35 AM,126.77,138.26,17.73,714.31,127.19,-19.67
9*29*2018 9:42:40 AM,127.91,139.68,17.76,714.27,127.15,-19.71
9*29*2018 9:52:54 AM,129.03,141.16,17.78,714.22,127.1,-19.76
9*29*2018 10:03:00 AM,130.06,142.54,17.81,714.17,127.05,-19.81
9*29*2018 10:13:11 AM,131.18,144.07,17.84,714.13,127.01,-19.85
9*29*2018 10:23:22 AM,132.24,145.61,17.87,714.08,126.96,-19.9
9*29*2018 10:33:36 AM,133.4,147.19,17.9,714.04,126.92,-19.94
9*29*2018 10:43:40 AM,134.53,148.66,17.93,714,126.88,-19.98
9*29*2018 10:53:45 AM,135.55,150.08,17.97,713.96,126.84,-20.02
9*29*2018 11:03:58 AM,136.5,151.56,18.04,713.91,126.79,-20.07
9*29*2018 11:14:08 AM,137.62,153.09,18.12,713.87,126.75,-20.11
9*29*2018 11:24:23 AM,138.71,154.57,18.17,713.82,126.7,-20.16
9*29*2018 11:34:34 AM,139.87,156.01,18.2,713.78,126.66,-20.2
9*29*2018 11:44:42 AM,140.94,157.57,18.23,713.74,126.62,-20.24
9*29*2018 11:54:49 AM,142.03,159.24,18.26,713.7,126.58,-20.28
9*29*2018 12:04:51 PM,143.2,160.83,18.28,713.65,126.53,-20.33
9*29*2018 12:15:05 PM,144.38,162.46,18.29,713.6,126.48,-20.38
9*29*2018 12:25:20 PM,145.5,164.1,18.3,713.55,126.43,-20.43
9*29*2018 12:35:23 PM,146.68,165.64,18.29,713.51,126.39,-20.47
9*29*2018 12:45:35 PM,147.85,167.39,18.28,713.47,126.35,-20.51
9*29*2018 12:55:45 PM,148.95,169.05,18.26,713.43,126.31,-20.55
9*29*2018 1:05:49 PM,150.13,170.72,18.24,713.39,126.27,-20.59
9*29*2018 1:16:00 PM,151.34,172.37,18.24,713.34,126.22,-20.64
9*29*2018 1:26:10 PM,152.42,174.02,18.24,713.31,126.19,-20.67
9*29*2018 1:36:16 PM,153.6,175.77,18.25,713.26,126.14,-20.72
9*29*2018 1:46:19 PM,154.76,177.44,18.24,713.21,126.09,-20.77
9*29*2018 1:56:34 PM,155.98,179.18,18.23,713.17,126.05,-20.81
9*29*2018 2:06:51 PM,157.19,180.93,18.21,713.13,126.01,-20.85
9*29*2018 2:16:52 PM,158.3,182.59,18.19,713.09,125.97,-20.89
9*29*2018 2:27:08 PM,159.5,184.38,18.17,713.04,125.92,-20.94
9*29*2018 2:37:08 PM,160.73,186.12,18.13,712.99,125.87,-20.99
9*29*2018 2:47:20 PM,161.98,187.89,18.08,712.96,125.84,-21.02
9*29*2018 2:57:30 PM,163.18,189.75,18.04,712.91,125.79,-21.07
9*29*2018 3:07:45 PM,164.39,191.47,18.02,712.87,125.75,-21.11
9*29*2018 3:17:57 PM,165.6,193.38,17.99,712.83,125.71,-21.15
9*29*2018 3:28:13 PM,166.87,195.23,17.96,712.78,125.66,-21.2
9*29*2018 3:38:26 PM,168.07,197.03,17.93,712.73,125.61,-21.25
9*29*2018 3:48:40 PM,169.27,198.94,17.9,712.68,125.56,-21.3
9*29*2018 3:58:55 PM,170.53,200.81,17.87,712.64,125.52,-21.34
9*29*2018 4:08:56 PM,171.71,202.58,17.84,712.6,125.48,-21.38
9*29*2018 4:19:09 PM,172.94,204.47,17.82,712.56,125.44,-21.42
9*29*2018 4:29:17 PM,174.09,206.33,17.81,712.52,125.4,-21.46
9*29*2018 4:39:31 PM,175.31,208.23,17.8,712.48,125.36,-21.5
9*29*2018 4:49:42 PM,176.51,210.09,17.79,712.43,125.31,-21.55
9*29*2018 4:59:42 PM,177.44,211.91,17.78,712.4,125.28,-21.58
9*29*2018 5:09:53 PM,178.9,213.92,17.77,712.36,125.24,-21.62
9*29*2018 5:20:05 PM,180.15,215.92,17.76,712.31,125.19,-21.67
9*29*2018 5:30:06 PM,181.41,217.91,17.73,712.26,125.14,-21.72
9*29*2018 5:40:12 PM,182.7,219.93,17.69,712.22,125.1,-21.76
9*29*2018 5:50:30 PM,183.99,221.95,17.66,712.18,125.06,-21.8
9*29*2018 6:00:41 PM,185.15,224.11,17.62,712.13,125.01,-21.85
9*29*2018 6:10:53 PM,186.59,226.21,17.57,712.09,124.97,-21.89
9*29*2018 6:21:05 PM,187.91,228.33,17.51,712.06,124.94,-21.92
9*29*2018 6:31:19 PM,189.24,230.58,17.45,712.01,124.89,-21.97
9*29*2018 6:41:34 PM,190.6,232.77,17.39,711.97,124.85,-22.01
9*29*2018 6:51:44 PM,191.92,234.97,17.33,711.93,124.81,-22.05
9*29*2018 7:02:03 PM,193.28,237.22,17.27,711.89,124.77,-22.09
9*29*2018 7:12:15 PM,194.63,239.55,17.21,711.85,124.73,-22.13
9*29*2018 7:22:29 PM,195.95,241.81,17.16,711.81,124.69,-22.17
9*29*2018 7:32:40 PM,197.27,244.04,17.12,711.77,124.65,-22.21
9*29*2018 7:42:56 PM,198.6,246.29,17.08,711.73,124.61,-22.25
9*29*2018 7:53:08 PM,199.96,248.63,17.04,711.69,124.57,-22.29
9*29*2018 8:03:16 PM,201.29,250.94,17,711.64,124.52,-22.34
9*29*2018 8:13:25 PM,202.59,253.27,16.97,711.6,124.48,-22.38
9*29*2018 8:23:39 PM,203.98,255.73,16.93,711.56,124.44,-22.42
9*29*2018 8:33:56 PM,205.32,258.14,16.9,711.53,124.41,-22.45
9*29*2018 8:44:03 PM,206.66,260.54,16.87,711.48,124.36,-22.5
9*29*2018 8:54:18 PM,208.03,262.91,16.86,711.44,124.32,-22.54
9*29*2018 9:04:36 PM,209.35,265.39,16.84,711.41,124.29,-22.57
9*29*2018 9:14:46 PM,210.72,267.86,16.83,711.36,124.24,-22.62
9*29*2018 9:24:55 PM,212.09,270.31,16.81,711.33,124.21,-22.65
9*29*2018 9:35:13 PM,213.47,272.88,16.8,711.29,124.17,-22.69
9*29*2018 9:45:22 PM,214.82,275.38,16.79,711.25,124.13,-22.73
9*29*2018 9:55:39 PM,216.22,277.98,16.78,711.21,124.09,-22.77
9*29*2018 10:05:50 PM,217.64,280.66,16.76,711.19,124.07,-22.79
9*29*2018 10:16:01 PM,219.03,283.34,16.75,711.14,124.02,-22.84
9*29*2018 10:26:18 PM,220.45,286.07,16.74,711.1,123.98,-22.88
9*29*2018 10:36:35 PM,221.85,288.75,16.74,711.06,123.94,-22.92
9*29*2018 10:46:43 PM,223.27,291.45,16.74,711.02,123.9,-22.96
9*29*2018 10:57:00 PM,224.71,294.36,16.73,711,123.88,-22.98
9*29*2018 11:07:15 PM,226.21,297.24,16.72,710.96,123.84,-23.02
9*29*2018 11:17:32 PM,227.63,300.17,16.71,710.91,123.79,-23.07
9*29*2018 11:27:43 PM,229.16,303.17,16.69,710.89,123.77,-23.09
9*29*2018 11:37:59 PM,230.64,306.23,16.69,710.85,123.73,-23.13
9*29*2018 11:48:02 PM,232.11,309.18,16.68,710.81,123.69,-23.17
9*29*2018 11:58:20 PM,233.58,312.34,16.67,710.77,123.65,-23.21
9*30*2018 12:08:33 AM,235.14,315.47,16.65,710.74,123.62,-23.24
9*30*2018 12:18:49 AM,236.69,318.69,16.64,710.7,123.58,-23.28
9*30*2018 12:29:05 AM,238.24,321.97,16.62,710.66,123.54,-23.32
9*30*2018 12:39:12 AM,239.75,325.19,16.6,710.63,123.51,-23.35
9*30*2018 12:49:19 AM,241.36,328.5,16.59,710.6,123.48,-23.38
9*30*2018 12:59:34 AM,242.94,331.84,16.57,710.56,123.44,-23.42
9*30*2018 1:09:36 AM,244.47,335.35,16.55,710.54,123.42,-23.44
9*30*2018 1:19:52 AM,246.05,338.84,16.54,710.49,123.37,-23.49
9*30*2018 1:30:03 AM,247.64,342.34,16.53,710.47,123.35,-23.51
9*30*2018 1:40:16 AM,249.2,345.92,16.52,710.43,123.31,-23.55
9*30*2018 1:50:31 AM,250.8,349.72,16.51,710.4,123.28,-23.58
9*30*2018 2:00:41 AM,251.54,353.34,16.5,710.37,123.25,-23.61
9*30*2018 2:10:55 AM,254.1,357.19,16.48,710.32,123.2,-23.66
9*30*2018 2:21:08 AM,255.82,361.05,16.45,710.29,123.17,-23.69
9*30*2018 2:31:16 AM,257.43,365.02,16.42,710.28,123.16,-23.7
9*30*2018 2:41:27 AM,259.19,369.01,16.39,710.24,123.12,-23.74
9*30*2018 2:51:42 AM,260.91,372.71,16.36,710.21,123.09,-23.77
9*30*2018 3:02:00 AM,261.89,376.75,16.33,710.18,123.06,-23.8
9*30*2018 3:12:01 AM,264.33,381.03,16.3,710.14,123.02,-23.84
9*30*2018 3:22:03 AM,266.04,385.17,16.28,710.12,123,-23.86
9*30*2018 3:32:11 AM,267.69,389.35,16.26,710.09,122.97,-23.89
9*30*2018 3:42:24 AM,269.42,393.64,16.25,710.06,122.94,-23.92
9*30*2018 3:52:38 AM,271.1,398.08,16.24,710.03,122.91,-23.95
9*30*2018 4:02:47 AM,273.39,402.44,16.23,710.01,122.89,-23.97
9*30*2018 4:13:02 AM,274.59,406.86,16.23,709.97,122.85,-24.01
9*30*2018 4:23:16 AM,276.26,411.24,16.23,709.93,122.81,-24.05
9*30*2018 4:33:25 AM,278.05,415.78,16.23,709.91,122.79,-24.07
9*30*2018 4:43:37 AM,279.75,420.37,16.23,709.87,122.75,-24.11
9*30*2018 4:53:54 AM,281.66,425.13,16.22,709.85,122.73,-24.13
9*30*2018 5:04:03 AM,284.39,429.76,16.22,709.81,122.69,-24.17
9*30*2018 5:14:13 AM,285.28,434.73,16.2,709.78,122.66,-24.2
9*30*2018 5:24:23 AM,287.1,439.64,16.19,709.75,122.63,-24.23
9*30*2018 5:34:33 AM,288.94,444.7,16.18,709.72,122.6,-24.26
9*30*2018 5:44:47 AM,290.83,449.8,16.17,709.69,122.57,-24.29
9*30*2018 5:55:02 AM,292.71,455.01,16.15,709.67,122.55,-24.31
9*30*2018 6:05:10 AM,294.65,460.12,16.14,709.63,122.51,-24.35
9*30*2018 6:15:25 AM,296.49,465.38,16.13,709.61,122.49,-24.37
9*30*2018 6:25:36 AM,298.45,470.73,16.13,709.58,122.46,-24.4
9*30*2018 6:35:49 AM,300.34,476.04,16.13,709.54,122.42,-24.44
9*30*2018 6:45:58 AM,302.21,481.38,16.13,709.51,122.39,-24.47
9*30*2018 6:56:07 AM,304.09,486.89,16.13,709.47,122.35,-24.51
9*30*2018 7:06:22 AM,306.1,492.67,16.12,709.44,122.32,-24.54
9*30*2018 7:16:34 AM,308.09,498.39,16.11,709.41,122.29,-24.57
9*30*2018 7:26:43 AM,310.08,504.24,16.1,709.37,122.25,-24.61
9*30*2018 7:36:52 AM,312.12,510.25,16.09,709.34,122.22,-24.64
9*30*2018 7:47:08 AM,314.17,516.25,16.08,709.31,122.19,-24.67
9*30*2018 7:57:24 AM,316.2,522.15,16.07,709.28,122.16,-24.7
9*30*2018 8:07:42 AM,318.17,528.35,16.08,709.26,122.14,-24.72
9*30*2018 8:17:43 AM,320.13,534.35,16.08,709.24,122.12,-24.74
9*30*2018 8:27:54 AM,322.13,540.69,16.09,709.21,122.09,-24.77
9*30*2018 8:38:04 AM,324.19,546.94,16.09,709.17,122.05,-24.81
9*30*2018 8:48:04 AM,326.26,553.28,16.09,709.15,122.03,-24.83
9*30*2018 8:58:19 AM,328.38,559.87,16.08,709.12,122,-24.86
9*30*2018 9:08:29 AM,330.46,566.69,16.08,709.09,121.97,-24.89
9*30*2018 9:18:46 AM,332.57,573.48,16.08,709.07,121.95,-24.91
9*30*2018 9:28:48 AM,334.58,580.09,16.08,709.05,121.93,-24.93
9*30*2018 9:39:00 AM,336.7,586.85,16.1,709.02,121.9,-24.96
9*30*2018 9:49:12 AM,338.75,593.78,16.11,708.99,121.87,-24.99
9*30*2018 9:59:30 AM,339.66,601.08,16.12,708.97,121.85,-25.01
9*30*2018 10:09:45 AM,343.01,608.31,16.13,708.94,121.82,-25.04
9*30*2018 10:20:00 AM,345.22,615.67,16.13,708.91,121.79,-25.07
9*30*2018 10:30:05 AM,347.42,622.94,16.14,708.89,121.77,-25.09
9*30*2018 10:40:17 AM,349.61,630.59,16.14,708.85,121.73,-25.13
9*30*2018 10:50:35 AM,351.94,638.35,16.14,708.82,121.7,-25.16
9*30*2018 11:00:48 AM,355.54,645.83,16.15,708.81,121.69,-25.17
9*30*2018 11:10:53 AM,356.3,653.43,16.16,708.79,121.67,-25.19
9*30*2018 11:21:04 AM,358.45,661.2,16.18,708.77,121.65,-25.21
9*30*2018 11:31:13 AM,360.68,669.12,16.19,708.74,121.62,-25.24
9*30*2018 11:41:25 AM,362.91,676.85,16.22,708.71,121.59,-25.27
9*30*2018 11:51:38 AM,364.91,684.76,16.26,708.68,121.56,-25.3
9*30*2018 12:01:45 PM,368.56,692.54,16.31,708.66,121.54,-25.32
9*30*2018 12:11:57 PM,369.04,700.93,16.35,708.64,121.52,-25.34
9*30*2018 12:22:14 PM,371.49,709.65,16.38,708.61,121.49,-25.37
9*30*2018 12:32:32 PM,373.99,718.41,16.38,708.59,121.47,-25.39
9*30*2018 12:42:33 PM,376.27,726.03,16.4,708.58,121.46,-25.4
9*30*2018 12:52:48 PM,378.02,733.62,16.47,708.55,121.43,-25.43
9*30*2018 1:03:01 PM,377.94,740.92,16.6,708.52,121.4,-25.46
9*30*2018 1:13:09 PM,380.87,747.94,16.76,708.49,121.37,-25.49
9*30*2018 1:23:18 PM,382.19,755.3,16.94,708.46,121.34,-25.52
9*30*2018 1:33:36 PM,383.78,763.49,17.12,708.42,121.3,-25.56
9*30*2018 1:43:46 PM,385.71,772.28,17.26,708.38,121.26,-25.6
9*30*2018 1:54:04 PM,388.01,781.31,17.37,708.35,121.23,-25.63
9*30*2018 2:04:20 PM,390.47,790.92,17.44,708.32,121.2,-25.66
9*30*2018 2:14:33 PM,393.24,800.81,17.49,708.29,121.17,-25.69
9*30*2018 2:24:43 PM,396.1,810.81,17.51,708.25,121.13,-25.73
9*30*2018 2:35:00 PM,398.9,821.18,17.53,708.23,121.11,-25.75
9*30*2018 2:45:17 PM,402.05,832.29,17.52,708.2,121.08,-25.78
9*30*2018 2:55:23 PM,405.32,843.11,17.49,708.17,121.05,-25.81
9*30*2018 3:05:36 PM,408.5,854.19,17.45,708.14,121.02,-25.84
9*30*2018 3:15:50 PM,411.73,865.28,17.41,708.11,120.99,-25.87
9*30*2018 3:25:50 PM,414.87,876.08,17.37,708.09,120.97,-25.89
9*30*2018 3:36:07 PM,417.95,887.4,17.34,708.07,120.95,-25.91
9*30*2018 3:46:16 PM,421.04,898.96,17.32,708.04,120.92,-25.94
9*30*2018 3:56:17 PM,424.21,910.5,17.28,708.02,120.9,-25.96
