Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,11*7*2018 2:35:33 PM
Stop of measurement:,11*13*2018 7:12:35 AM
Duration of Measurements:,5 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,205
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,11*7*2018 2:35:33 PM
Stop,11*13*2018 7:12:35 AM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.365252408114347
Dry soil weight [g]:,151.39
Additional Soil Paramters,
Density [g/cm3]:,1.53
Porosity [-]:,0.42
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
11*9*2018 8:47:07 AM,409.82,760.65,15.28,768.2,175.2,-12.35
11*9*2018 8:57:28 AM,410.77,768.54,15.51,768.13,175.13,-12.42
11*9*2018 9:07:47 AM,411.3,776.1,15.85,768.08,175.08,-12.47
11*9*2018 9:18:07 AM,411.51,782.53,16.26,768.02,175.02,-12.53
11*9*2018 9:28:28 AM,411.87,788.97,16.66,767.95,174.95,-12.6
11*9*2018 9:38:48 AM,412.15,795.04,17.08,767.9,174.9,-12.65
11*9*2018 9:49:09 AM,412.78,800.84,17.48,767.84,174.84,-12.71
11*9*2018 9:59:29 AM,413.35,806.7,17.88,767.78,174.78,-12.77
11*9*2018 10:09:48 AM,414.06,813.71,18.29,767.72,174.72,-12.83
11*9*2018 10:20:06 AM,414.92,820.52,18.65,767.66,174.66,-12.89
11*9*2018 10:30:24 AM,416,826.51,18.99,767.6,174.6,-12.95
11*9*2018 10:40:44 AM,417.18,832.9,19.3,767.54,174.54,-13.01
11*9*2018 10:51:04 AM,418.38,840.31,19.61,767.47,174.47,-13.08
11*9*2018 11:01:23 AM,419.69,848.29,19.91,767.41,174.41,-13.14
11*9*2018 11:11:42 AM,421.06,854.19,20.25,767.34,174.34,-13.21
11*9*2018 11:22:02 AM,423.02,865.45,20.49,767.31,174.31,-13.24
11*9*2018 11:32:22 AM,426,874.37,20.63,767.28,174.28,-13.27
11*9*2018 11:42:42 AM,428.95,883.42,20.71,767.25,174.25,-13.3
11*9*2018 11:53:03 AM,432.24,892.91,20.76,767.22,174.22,-13.33
11*9*2018 12:03:22 PM,435.77,899.98,20.75,767.18,174.18,-13.37
11*9*2018 12:13:40 PM,439.81,909.19,20.69,767.15,174.15,-13.4
11*9*2018 12:24:00 PM,443.76,918.97,20.59,767.12,174.12,-13.43
11*9*2018 12:34:19 PM,447.76,929.04,20.47,767.09,174.09,-13.46
11*9*2018 12:44:40 PM,451.57,940.42,20.33,767.06,174.06,-13.49
11*9*2018 12:54:59 PM,455.66,950.6,20.17,767.03,174.03,-13.52
11*9*2018 1:05:18 PM,459.66,959.88,20.02,766.99,173.99,-13.56
11*9*2018 1:15:38 PM,463.35,971.46,19.86,766.95,173.95,-13.6
11*9*2018 1:25:57 PM,466.82,982.08,19.7,766.92,173.92,-13.63
11*9*2018 1:36:15 PM,470.5,995.08,19.57,766.89,173.89,-13.66
11*9*2018 1:46:35 PM,474.12,1005.51,19.43,766.85,173.85,-13.7
11*9*2018 1:56:55 PM,477.64,1017.72,19.3,766.81,173.81,-13.74
11*9*2018 2:07:15 PM,481.21,1029.24,19.16,766.77,173.77,-13.78
11*9*2018 2:17:35 PM,484.54,1041.32,19.02,766.74,173.74,-13.81
11*9*2018 2:27:55 PM,487.91,1053.77,18.89,766.71,173.71,-13.84
11*9*2018 2:38:15 PM,491.25,1065.03,18.77,766.67,173.67,-13.88
11*9*2018 2:48:33 PM,494.36,1076.58,18.66,766.64,173.64,-13.91
11*9*2018 2:58:52 PM,497.28,816.83,18.55,766.6,173.6,-13.95
11*9*2018 3:09:10 PM,500.52,822.76,18.45,766.57,173.57,-13.98
11*9*2018 3:19:31 PM,503.75,821.46,18.34,766.54,173.54,-14.01
11*9*2018 3:29:51 PM,507.27,823.19,18.22,766.5,173.5,-14.05
11*9*2018 3:40:11 PM,510.58,823.41,18.1,766.47,173.47,-14.08
11*9*2018 3:50:29 PM,513.95,822.83,17.99,766.44,173.44,-14.11
11*9*2018 4:00:49 PM,517.24,821.94,17.89,766.4,173.4,-14.15
11*9*2018 4:11:08 PM,520.43,816.58,17.77,766.36,173.36,-14.19
11*9*2018 4:21:27 PM,523.44,810.17,17.68,766.33,173.33,-14.22
11*9*2018 4:31:47 PM,526.39,805.77,17.58,766.3,173.3,-14.25
11*9*2018 4:42:04 PM,529.49,803.22,17.5,766.27,173.27,-14.28
11*9*2018 4:52:23 PM,532.45,799.02,17.41,766.24,173.24,-14.31
11*9*2018 5:02:43 PM,535.5,795.38,17.33,766.2,173.2,-14.35
11*9*2018 5:13:04 PM,538.77,793.18,17.25,766.17,173.17,-14.38
11*9*2018 5:23:24 PM,541.84,787.59,17.18,766.13,173.13,-14.42
11*9*2018 5:33:44 PM,545.12,780.25,17.1,766.1,173.1,-14.45
11*9*2018 5:44:04 PM,548.12,775.74,17.03,766.07,173.07,-14.48
11*9*2018 5:54:24 PM,551.11,773.88,16.98,766.04,173.04,-14.51
11*9*2018 6:04:44 PM,554.09,772.38,16.92,766,173,-14.55
11*9*2018 6:15:03 PM,557.05,770.39,16.87,765.97,172.97,-14.58
11*9*2018 6:25:23 PM,560.31,768.82,16.83,765.94,172.94,-14.61
11*9*2018 6:35:42 PM,563.37,766.82,16.78,765.91,172.91,-14.64
11*9*2018 6:46:01 PM,566.36,765.02,16.73,765.88,172.88,-14.67
11*9*2018 6:56:19 PM,569.55,763.64,16.69,765.85,172.85,-14.7
11*9*2018 7:06:37 PM,572.55,762.2,16.65,765.81,172.81,-14.74
11*9*2018 7:16:58 PM,575.43,760.64,16.61,765.78,172.78,-14.77
11*9*2018 7:27:18 PM,578.45,758.86,16.58,765.76,172.76,-14.79
11*9*2018 7:37:38 PM,581.47,757.5,16.55,765.72,172.72,-14.83
11*9*2018 7:47:57 PM,584.44,756.04,16.52,765.69,172.69,-14.86
11*9*2018 7:58:17 PM,587.48,754.87,16.49,765.66,172.66,-14.89
11*9*2018 8:08:36 PM,590.5,753.48,16.46,765.63,172.63,-14.92
11*9*2018 8:18:56 PM,593.58,752.17,16.43,765.59,172.59,-14.96
11*9*2018 8:29:17 PM,596.61,751.02,16.41,765.56,172.56,-14.99
11*9*2018 8:39:36 PM,599.69,749.56,16.38,765.53,172.53,-15.02
11*9*2018 8:49:53 PM,602.55,747.99,16.37,765.51,172.51,-15.04
11*9*2018 9:00:14 PM,605.48,745.36,16.35,765.48,172.48,-15.07
11*9*2018 9:10:34 PM,608.48,741.29,16.34,765.45,172.45,-15.1
11*9*2018 9:20:53 PM,611.55,736.7,16.32,765.42,172.42,-15.13
11*9*2018 9:31:13 PM,614.59,731.9,16.3,765.4,172.4,-15.15
11*9*2018 9:41:31 PM,617.71,727.75,16.27,765.37,172.37,-15.18
11*9*2018 9:51:52 PM,620.61,726.46,16.25,765.34,172.34,-15.21
11*9*2018 10:02:12 PM,623.77,725.27,16.22,765.31,172.31,-15.24
11*9*2018 10:12:30 PM,626.97,724.42,16.2,765.28,172.28,-15.27
11*9*2018 10:22:49 PM,629.89,723.48,16.19,765.25,172.25,-15.3
11*9*2018 10:33:09 PM,632.89,722.56,16.17,765.23,172.23,-15.32
11*9*2018 10:43:28 PM,636.1,721.81,16.16,765.2,172.2,-15.35
11*9*2018 10:53:46 PM,639.36,721.08,16.13,765.16,172.16,-15.39
11*9*2018 11:04:05 PM,642.49,720.31,16.1,765.13,172.13,-15.42
11*9*2018 11:14:25 PM,645.37,719.61,16.08,765.1,172.1,-15.45
11*9*2018 11:24:46 PM,648.28,718.77,16.06,765.07,172.07,-15.48
11*9*2018 11:35:05 PM,651.16,718,16.04,765.05,172.05,-15.5
11*9*2018 11:45:24 PM,653.88,717.09,16.03,765.02,172.02,-15.53
11*9*2018 11:55:44 PM,657.03,716.32,16.03,764.99,171.99,-15.56
11*10*2018 12:06:05 AM,660.09,715.46,16.02,764.96,171.96,-15.59
11*10*2018 12:16:25 AM,663.22,714.67,16.01,764.93,171.93,-15.62
11*10*2018 12:26:44 AM,666.31,713.66,16,764.91,171.91,-15.64
11*10*2018 12:37:05 AM,669.39,712.93,15.99,764.89,171.89,-15.66
11*10*2018 12:47:23 AM,672.55,712.01,15.99,764.86,171.86,-15.69
11*10*2018 12:57:43 AM,675.57,711.18,15.98,764.83,171.83,-15.72
11*10*2018 1:08:04 AM,678.46,710.37,15.97,764.81,171.81,-15.74
11*10*2018 1:18:24 AM,681.44,709.49,15.98,764.79,171.79,-15.76
11*10*2018 1:28:42 AM,684.41,708.68,15.98,764.76,171.76,-15.79
11*10*2018 1:39:04 AM,687.49,707.93,15.98,764.73,171.73,-15.82
11*10*2018 1:49:09 AM,690.71,707.18,15.98,764.71,171.71,-15.84
11*10*2018 1:59:30 AM,693.9,706.32,15.98,764.69,171.69,-15.86
11*10*2018 2:09:52 AM,696.94,705.6,15.98,764.67,171.67,-15.88
11*10*2018 2:19:53 AM,700.15,704.81,15.97,764.64,171.64,-15.91
11*10*2018 2:30:01 AM,703.23,704.05,15.97,764.62,171.62,-15.93
11*10*2018 2:40:17 AM,706.48,703.38,15.97,764.59,171.59,-15.96
11*10*2018 2:50:24 AM,709.42,702.68,15.97,764.57,171.57,-15.98
11*10*2018 3:00:43 AM,712.28,701.83,15.98,764.55,171.55,-16
11*10*2018 3:11:04 AM,715.53,701.03,15.98,764.53,171.53,-16.02
11*10*2018 3:21:23 AM,718.88,700.39,15.97,764.5,171.5,-16.05
11*10*2018 3:31:42 AM,722.11,699.71,15.97,764.48,171.48,-16.07
11*10*2018 3:41:59 AM,725.46,699.06,15.95,764.45,171.45,-16.1
11*10*2018 3:52:17 AM,728.85,698.31,15.94,764.43,171.43,-16.12
11*10*2018 4:02:37 AM,732.18,697.62,15.93,764.41,171.41,-16.14
11*10*2018 4:12:53 AM,735.41,696.9,15.92,764.39,171.39,-16.16
11*10*2018 4:23:13 AM,739.03,696.32,15.9,764.37,171.37,-16.18
11*10*2018 4:33:32 AM,742.25,695.68,15.9,764.34,171.34,-16.21
11*10*2018 4:43:52 AM,745.49,695.05,15.9,764.31,171.31,-16.24
11*10*2018 4:54:12 AM,748.73,694.44,15.9,764.29,171.29,-16.26
11*10*2018 5:04:32 AM,752.08,693.84,15.89,764.27,171.27,-16.28
11*10*2018 5:14:53 AM,755.65,693.25,15.89,764.24,171.24,-16.31
11*10*2018 5:25:13 AM,759.15,692.66,15.88,764.22,171.22,-16.33
11*10*2018 5:35:34 AM,762.62,692.1,15.87,764.2,171.2,-16.35
11*10*2018 5:45:54 AM,766.01,691.6,15.86,764.17,171.17,-16.38
11*10*2018 5:56:15 AM,769.6,691.02,15.85,764.15,171.15,-16.4
11*10*2018 6:06:36 AM,772.92,690.46,15.84,764.12,171.12,-16.43
11*10*2018 6:16:55 AM,776.52,689.91,15.84,764.1,171.1,-16.45
11*10*2018 6:27:16 AM,779.94,689.26,15.84,764.08,171.08,-16.47
11*10*2018 6:37:35 AM,783.49,688.69,15.83,764.05,171.05,-16.5
11*10*2018 6:47:56 AM,787.15,688.09,15.83,764.03,171.03,-16.52
11*10*2018 6:58:16 AM,790.61,687.55,15.82,764.01,171.01,-16.54
11*10*2018 7:08:35 AM,794.31,687.06,15.81,763.98,170.98,-16.57
11*10*2018 7:18:56 AM,797.83,686.51,15.8,763.96,170.96,-16.59
11*10*2018 7:29:17 AM,801.46,686.08,15.79,763.93,170.93,-16.62
11*10*2018 7:39:37 AM,804.62,685.67,15.78,763.91,170.91,-16.64
11*10*2018 7:49:58 AM,808.22,685.18,15.78,763.89,170.89,-16.66
11*10*2018 8:00:19 AM,811.96,684.74,15.78,763.86,170.86,-16.69
11*10*2018 8:10:40 AM,815.26,684.34,15.78,763.84,170.84,-16.71
11*10*2018 8:21:00 AM,819.26,683.96,15.78,763.81,170.81,-16.74
11*10*2018 8:31:20 AM,823,683.57,15.78,763.79,170.79,-16.76
11*10*2018 8:41:41 AM,826.47,683.15,15.78,763.77,170.77,-16.78
11*10*2018 8:52:01 AM,830.03,682.74,15.78,763.74,170.74,-16.81
11*10*2018 9:02:21 AM,833.41,682.29,15.79,763.72,170.72,-16.83
11*10*2018 9:12:41 AM,836.67,681.78,15.82,763.69,170.69,-16.86
11*10*2018 9:23:02 AM,839.82,681.24,15.85,763.67,170.67,-16.88
11*10*2018 9:33:21 AM,843.06,680.73,15.89,763.64,170.64,-16.91
11*10*2018 9:43:42 AM,846.29,680.25,15.92,763.62,170.62,-16.93
11*10*2018 9:54:01 AM,849.62,679.74,15.96,763.59,170.59,-16.96
11*10*2018 10:04:21 AM,853.11,679.33,15.99,763.57,170.57,-16.98
11*10*2018 10:14:42 AM,856.06,678.81,16.03,763.54,170.54,-17.01
11*10*2018 10:25:02 AM,859.61,678.26,16.07,763.52,170.52,-17.03
11*10*2018 10:35:23 AM,862.91,677.72,16.1,763.49,170.49,-17.06
11*10*2018 10:45:44 AM,866.24,677.24,16.14,763.47,170.47,-17.08
11*10*2018 10:56:05 AM,869.68,676.8,16.18,763.44,170.44,-17.11
11*10*2018 11:06:26 AM,872.74,676.31,16.23,763.41,170.41,-17.14
11*10*2018 11:16:47 AM,875.85,675.78,16.28,763.39,170.39,-17.16
11*10*2018 11:27:07 AM,879.41,675.25,16.33,763.36,170.36,-17.19
11*10*2018 11:37:27 AM,882.5,674.78,16.39,763.33,170.33,-17.22
11*10*2018 11:47:48 AM,885.63,674.21,16.46,763.31,170.31,-17.24
11*10*2018 11:58:08 AM,888.46,673.68,16.52,763.28,170.28,-17.27
11*10*2018 12:08:27 PM,891.39,673.08,16.59,763.25,170.25,-17.3
11*10*2018 12:18:47 PM,894.67,672.55,16.65,763.23,170.23,-17.32
11*10*2018 12:29:08 PM,898.25,671.98,16.7,763.22,170.22,-17.33
11*10*2018 12:39:28 PM,901.97,671.45,16.74,763.2,170.2,-17.35
11*10*2018 12:49:48 PM,905.19,670.92,16.78,763.16,170.16,-17.39
11*10*2018 1:00:08 PM,908.44,670.45,16.83,763.13,170.13,-17.42
11*10*2018 1:10:28 PM,912.43,669.95,16.88,763.11,170.11,-17.44
11*10*2018 1:20:48 PM,916.04,669.33,16.93,763.09,170.09,-17.46
11*10*2018 1:31:08 PM,919.62,668.68,16.97,763.08,170.08,-17.47
11*10*2018 1:41:28 PM,923.55,668.2,17.02,763.04,170.04,-17.51
11*10*2018 1:51:49 PM,927.59,667.71,17.06,763.03,170.03,-17.52
11*10*2018 2:02:10 PM,931.74,667.37,17.1,763.01,170.01,-17.54
11*10*2018 2:12:30 PM,935.83,667.07,17.12,762.98,169.98,-17.57
11*10*2018 2:22:51 PM,939.79,666.65,17.14,762.96,169.96,-17.59
11*10*2018 2:33:11 PM,943.9,666.24,17.15,762.94,169.94,-17.61
11*10*2018 2:43:32 PM,948.01,665.91,17.17,762.9,169.9,-17.65
11*10*2018 2:53:51 PM,952.72,665.59,17.19,762.88,169.88,-17.67
11*10*2018 3:04:12 PM,841.93,665.26,17.19,762.86,169.86,-17.69
11*10*2018 3:14:32 PM,850.94,664.97,17.18,762.84,169.84,-17.71
11*10*2018 3:24:53 PM,855.03,664.66,17.16,762.82,169.82,-17.73
11*10*2018 3:35:12 PM,857.35,664.39,17.12,762.8,169.8,-17.75
11*10*2018 3:45:32 PM,858.98,664.14,17.07,762.79,169.79,-17.76
11*10*2018 3:55:52 PM,860.13,663.91,17.01,762.77,169.77,-17.78
11*10*2018 4:06:13 PM,860.27,663.57,16.96,762.75,169.75,-17.8
11*10*2018 4:16:34 PM,860.51,663.32,16.91,762.74,169.74,-17.81
11*10*2018 4:26:52 PM,860.02,663.5,16.85,762.72,169.72,-17.83
11*10*2018 4:37:14 PM,859.83,665.12,16.78,762.7,169.7,-17.85
11*10*2018 4:47:33 PM,859.19,665.56,16.71,762.68,169.68,-17.87
11*10*2018 4:57:54 PM,858.33,665.88,16.64,762.65,169.65,-17.9
11*10*2018 5:08:15 PM,857.13,666.01,16.57,762.64,169.64,-17.91
11*10*2018 5:18:36 PM,855.55,666.07,16.5,762.62,169.62,-17.93
11*10*2018 5:28:56 PM,853.65,666.07,16.43,762.6,169.6,-17.95
11*10*2018 5:39:17 PM,851.51,666.03,16.36,762.59,169.59,-17.96
11*10*2018 5:49:37 PM,849.02,665.9,16.31,762.57,169.57,-17.98
11*10*2018 5:59:58 PM,846.5,665.93,16.25,762.55,169.55,-18
11*10*2018 6:10:18 PM,843.95,665.96,16.19,762.53,169.53,-18.02
11*10*2018 6:20:38 PM,841.4,665.86,16.13,762.52,169.52,-18.03
11*10*2018 6:30:58 PM,838.99,665.85,16.08,762.5,169.5,-18.05
11*10*2018 6:41:19 PM,836.77,665.95,16.02,762.47,169.47,-18.08
11*10*2018 6:51:39 PM,834.43,665.98,15.97,762.45,169.45,-18.1
11*10*2018 7:01:58 PM,832.09,665.93,15.93,762.43,169.43,-18.12
11*10*2018 7:12:19 PM,829.76,665.77,15.89,762.42,169.42,-18.13
11*10*2018 7:22:39 PM,827.34,665.59,15.86,762.4,169.4,-18.15
11*10*2018 7:32:59 PM,825.08,665.45,15.83,762.38,169.38,-18.17
11*10*2018 7:43:18 PM,822.87,665.39,15.8,762.36,169.36,-18.19
11*10*2018 7:53:39 PM,820.75,665.35,15.77,762.34,169.34,-18.21
11*10*2018 8:03:59 PM,818.68,665.28,15.74,762.32,169.32,-18.23
11*10*2018 8:14:20 PM,816.72,665.24,15.7,762.3,169.3,-18.25
11*10*2018 8:24:40 PM,814.74,665.13,15.67,762.28,169.28,-18.27
11*10*2018 8:35:01 PM,812.74,664.98,15.65,762.27,169.27,-18.28
11*10*2018 8:45:21 PM,810.58,664.54,15.63,762.25,169.25,-18.3
11*10*2018 8:55:40 PM,808.85,664.4,15.61,762.23,169.23,-18.32
11*10*2018 9:05:59 PM,807.21,664.38,15.59,762.21,169.21,-18.34
11*10*2018 9:16:19 PM,805.52,664.21,15.56,762.19,169.19,-18.36
11*10*2018 9:26:38 PM,803.97,664.15,15.53,762.17,169.17,-18.38
11*10*2018 9:36:57 PM,802.4,664.04,15.51,762.16,169.16,-18.39
11*10*2018 9:47:17 PM,800.88,663.89,15.48,762.14,169.14,-18.41
11*10*2018 9:57:38 PM,799.38,663.78,15.46,762.12,169.12,-18.43
11*10*2018 10:07:58 PM,797.86,663.55,15.44,762.1,169.1,-18.45
11*10*2018 10:18:17 PM,796.37,663.29,15.43,762.08,169.08,-18.47
11*10*2018 10:28:37 PM,794.95,663.13,15.41,762.07,169.07,-18.48
11*10*2018 10:38:58 PM,793.62,663.01,15.4,762.04,169.04,-18.51
11*10*2018 10:49:19 PM,792.32,662.82,15.37,762.03,169.03,-18.52
11*10*2018 10:59:38 PM,790.95,662.53,15.35,762.01,169.01,-18.54
11*10*2018 11:09:59 PM,789.55,662.26,15.33,761.99,168.99,-18.56
11*10*2018 11:20:19 PM,788.18,661.99,15.3,761.98,168.98,-18.57
11*10*2018 11:30:39 PM,786.94,661.73,15.28,761.96,168.96,-18.59
11*10*2018 11:41:00 PM,785.91,661.7,15.26,761.94,168.94,-18.61
11*10*2018 11:51:21 PM,784.71,661.42,15.24,761.92,168.92,-18.63
11*11*2018 12:01:42 AM,783.65,661.25,15.22,761.9,168.9,-18.65
11*11*2018 12:12:03 AM,782.44,660.9,15.21,761.89,168.89,-18.66
11*11*2018 12:22:23 AM,781.23,660.44,15.19,761.87,168.87,-18.68
11*11*2018 12:32:41 AM,780.18,659.96,15.16,761.85,168.85,-18.7
11*11*2018 12:43:02 AM,779.24,659.5,15.14,761.83,168.83,-18.72
11*11*2018 12:53:22 AM,778.23,658.83,15.12,761.82,168.82,-18.73
11*11*2018 1:03:43 AM,777.21,658.12,15.1,761.8,168.8,-18.75
11*11*2018 1:14:04 AM,776.05,657.15,15.09,761.78,168.78,-18.77
11*11*2018 1:24:24 AM,775.04,656.28,15.08,761.76,168.76,-18.79
11*11*2018 1:34:26 AM,774,655.39,15.08,761.75,168.75,-18.8
11*11*2018 1:44:48 AM,773.05,654.55,15.07,761.73,168.73,-18.82
11*11*2018 1:54:52 AM,771.96,653.53,15.06,761.71,168.71,-18.84
11*11*2018 2:05:09 AM,770.92,652.55,15.04,761.7,168.7,-18.85
11*11*2018 2:15:10 AM,770.02,651.67,15.03,761.68,168.68,-18.87
11*11*2018 2:25:18 AM,769.12,650.76,15.01,761.67,168.67,-18.88
11*11*2018 2:35:25 AM,768.18,649.72,15,761.65,168.65,-18.9
11*11*2018 2:45:27 AM,767.26,648.78,14.99,761.63,168.63,-18.92
11*11*2018 2:55:48 AM,766.31,647.75,14.98,761.62,168.62,-18.93
11*11*2018 3:05:52 AM,765.43,646.77,14.98,761.6,168.6,-18.95
11*11*2018 3:16:12 AM,764.55,645.78,14.98,761.59,168.59,-18.96
11*11*2018 3:26:29 AM,763.61,644.69,14.98,761.57,168.57,-18.98
11*11*2018 3:36:45 AM,762.71,643.47,14.98,761.55,168.55,-19
11*11*2018 3:47:03 AM,761.72,642.25,14.98,761.54,168.54,-19.01
11*11*2018 3:57:21 AM,760.77,640.98,14.97,761.53,168.53,-19.02
11*11*2018 4:07:39 AM,759.88,639.72,14.96,761.51,168.51,-19.04
11*11*2018 4:17:55 AM,758.89,638.36,14.95,761.5,168.5,-19.05
11*11*2018 4:28:13 AM,757.98,636.96,14.94,761.48,168.48,-19.07
11*11*2018 4:38:31 AM,757.02,635.42,14.93,761.47,168.47,-19.08
11*11*2018 4:48:49 AM,756.14,633.32,14.92,761.46,168.46,-19.09
11*11*2018 4:59:08 AM,755.24,629.37,14.91,761.44,168.44,-19.11
11*11*2018 5:09:25 AM,754.42,625.44,14.91,761.43,168.43,-19.12
11*11*2018 5:19:43 AM,753.6,621.41,14.9,761.41,168.41,-19.14
11*11*2018 5:30:02 AM,752.46,617.04,14.9,761.4,168.4,-19.15
11*11*2018 5:40:21 AM,751.7,612.74,14.89,761.39,168.39,-19.16
11*11*2018 5:50:37 AM,750.74,606.12,14.88,761.38,168.38,-19.17
11*11*2018 6:00:51 AM,749.72,594.31,14.86,761.37,168.37,-19.18
11*11*2018 6:11:10 AM,749.2,580.11,14.85,761.35,168.35,-19.2
11*11*2018 6:21:27 AM,748.23,558.81,14.83,761.34,168.34,-19.21
11*11*2018 6:31:46 AM,747.58,522.98,14.82,761.31,168.31,-19.24
11*11*2018 6:42:03 AM,746.85,470.4,14.81,761.3,168.3,-19.25
11*11*2018 6:52:19 AM,745.93,402.46,14.8,761.28,168.28,-19.27
11*11*2018 7:02:38 AM,745.17,319,14.77,761.27,168.27,-19.28
11*11*2018 7:12:55 AM,744.43,224.88,14.75,761.26,168.26,-19.29
11*11*2018 7:23:14 AM,743.92,137.76,14.73,761.24,168.24,-19.31
11*11*2018 7:33:33 AM,743.26,71.73,14.71,761.22,168.22,-19.33
11*11*2018 7:43:52 AM,742.71,31.56,14.69,761.21,168.21,-19.34
11*11*2018 7:54:13 AM,742.1,11.76,14.69,761.19,168.19,-19.36
11*11*2018 8:04:34 AM,741.57,4.27,14.69,761.17,168.17,-19.38
11*11*2018 8:14:54 AM,741.03,1.84,14.69,761.15,168.15,-19.4
11*11*2018 8:25:15 AM,740.45,1.01,14.7,761.13,168.13,-19.42
11*11*2018 8:35:35 AM,739.77,0.62,14.71,761.11,168.11,-19.44
11*11*2018 8:45:54 AM,739.07,0.33,14.73,761.1,168.1,-19.45
11*11*2018 8:56:15 AM,738.19,0.12,14.75,761.09,168.09,-19.46
11*11*2018 9:06:35 AM,737.53,0.05,14.77,761.07,168.07,-19.48
11*11*2018 9:16:54 AM,736.89,-0.07,14.81,761.05,168.05,-19.5
11*11*2018 9:27:15 AM,736.25,-0.16,14.85,761.03,168.03,-19.52
11*11*2018 9:37:35 AM,735.57,-0.28,14.9,761.01,168.01,-19.54
11*11*2018 9:47:55 AM,734.78,-0.35,14.94,760.99,167.99,-19.56
11*11*2018 9:58:16 AM,734.02,-0.42,14.98,760.97,167.97,-19.58
11*11*2018 10:08:36 AM,733.27,-0.47,15.03,760.96,167.96,-19.59
11*11*2018 10:18:56 AM,732.42,-0.49,15.07,760.94,167.94,-19.61
11*11*2018 10:29:17 AM,731.68,-0.55,15.1,760.92,167.92,-19.63
11*11*2018 10:39:38 AM,730.94,-0.58,15.14,760.9,167.9,-19.65
11*11*2018 10:49:57 AM,730.14,-0.59,15.17,760.89,167.89,-19.66
11*11*2018 11:00:16 AM,729.37,-0.61,15.21,760.87,167.87,-19.68
11*11*2018 11:10:37 AM,728.61,-0.68,15.24,760.85,167.85,-19.7
11*11*2018 11:20:57 AM,727.85,-0.66,15.28,760.84,167.84,-19.71
11*11*2018 11:31:16 AM,727.09,-0.67,15.32,760.82,167.82,-19.73
11*11*2018 11:41:36 AM,726.4,-0.68,15.36,760.8,167.8,-19.75
11*11*2018 11:51:57 AM,725.71,-0.72,15.41,760.78,167.78,-19.77
11*11*2018 12:02:16 PM,724.91,-0.7,15.45,760.77,167.77,-19.78
11*11*2018 12:12:36 PM,724.15,-0.73,15.51,760.75,167.75,-19.8
11*11*2018 12:22:56 PM,723.35,-0.71,15.55,760.73,167.73,-19.82
11*11*2018 12:33:15 PM,722.58,-0.73,15.6,760.71,167.71,-19.84
11*11*2018 12:43:36 PM,721.76,-0.75,15.64,760.7,167.7,-19.85
11*11*2018 12:53:56 PM,720.87,-0.74,15.68,760.68,167.68,-19.87
11*11*2018 1:04:17 PM,720.09,-0.71,15.73,760.67,167.67,-19.88
11*11*2018 1:14:37 PM,719.43,-0.74,15.77,760.65,167.65,-19.9
11*11*2018 1:24:58 PM,718.69,-0.75,15.8,760.63,167.63,-19.92
11*11*2018 1:35:18 PM,717.98,-0.72,15.84,760.61,167.61,-19.94
11*11*2018 1:45:35 PM,717.27,-0.73,15.87,760.6,167.6,-19.95
11*11*2018 1:55:54 PM,716.62,-0.75,15.89,760.58,167.58,-19.97
11*11*2018 2:06:14 PM,715.99,-0.73,15.91,760.56,167.56,-19.99
11*11*2018 2:16:33 PM,715.45,-0.74,15.92,760.55,167.55,-20
11*11*2018 2:26:53 PM,714.88,-0.75,15.93,760.53,167.53,-20.02
11*11*2018 2:37:15 PM,714.27,-0.78,15.94,760.51,167.51,-20.04
11*11*2018 2:47:35 PM,713.7,-0.75,15.95,760.49,167.49,-20.06
11*11*2018 2:57:56 PM,713.1,-0.75,15.97,760.48,167.48,-20.07
11*11*2018 3:08:17 PM,712.51,-0.75,15.98,760.46,167.46,-20.09
11*11*2018 3:18:38 PM,711.98,-0.76,15.99,760.45,167.45,-20.1
11*11*2018 3:28:57 PM,711.36,-0.77,15.99,760.44,167.44,-20.11
