Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,11*16*2018 3:01:25 PM
Stop of measurement:,11*21*2018 1:41:29 PM
Duration of Measurements:,4 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,204.6
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,184226046
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,11*16*2018 3:01:25 PM
Stop,11*20*2018 1:46:54 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.495050295434817
Dry soil weight [g]:,116
Additional Soil Paramters,
Density [g/cm3]:,1.17
Porosity [-]:,0.56
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
11*20*2018 11:48:27 PM,740.97,677.98,15.11,728.8,136.2,-28.81
11*20*2018 11:58:27 PM,739.96,677.48,15.11,728.78,136.18,-28.83
11*21*2018 12:08:31 AM,738.9,677.01,15.1,728.77,136.17,-28.84
11*21*2018 12:18:33 AM,737.88,676.47,15.09,728.75,136.15,-28.86
11*21*2018 12:28:35 AM,736.86,675.98,15.07,728.73,136.13,-28.88
11*21*2018 12:38:36 AM,735.82,675.44,15.06,728.71,136.11,-28.9
11*21*2018 12:48:38 AM,734.84,674.94,15.04,728.7,136.1,-28.91
11*21*2018 12:58:41 AM,733.87,674.43,15.03,728.67,136.07,-28.94
11*21*2018 1:08:45 AM,732.96,673.97,15.02,728.66,136.06,-28.95
11*21*2018 1:18:47 AM,731.9,673.44,15.01,728.65,136.05,-28.96
11*21*2018 1:28:51 AM,730.87,672.88,15.01,728.63,136.03,-28.98
11*21*2018 1:38:51 AM,729.83,672.25,15,728.61,136.01,-29
11*21*2018 1:48:52 AM,728.8,671.68,14.98,728.6,136,-29.01
11*21*2018 1:58:56 AM,727.8,671.13,14.97,728.59,135.99,-29.02
11*21*2018 2:08:59 AM,726.94,670.67,14.96,728.57,135.97,-29.04
11*21*2018 2:19:00 AM,726.04,670.27,14.95,728.55,135.95,-29.06
11*21*2018 2:29:01 AM,725.06,669.75,14.95,728.54,135.94,-29.07
11*21*2018 2:39:04 AM,724.12,669.21,14.95,728.52,135.92,-29.09
11*21*2018 2:49:07 AM,723.18,668.68,14.95,728.51,135.91,-29.1
11*21*2018 2:59:12 AM,722.2,668.11,14.94,728.49,135.89,-29.12
11*21*2018 3:09:16 AM,721.44,667.78,14.93,728.47,135.87,-29.14
11*21*2018 3:19:21 AM,720.46,667.24,14.92,728.46,135.86,-29.15
11*21*2018 3:29:21 AM,719.52,666.7,14.9,728.44,135.84,-29.17
11*21*2018 3:39:24 AM,718.59,666.15,14.89,728.42,135.82,-29.19
11*21*2018 3:49:25 AM,717.76,665.73,14.88,728.41,135.81,-29.2
11*21*2018 3:59:26 AM,716.83,665.12,14.87,728.4,135.8,-29.21
11*21*2018 4:09:28 AM,715.99,664.73,14.87,728.38,135.78,-29.23
11*21*2018 4:19:32 AM,715.17,664.3,14.86,728.36,135.76,-29.25
11*21*2018 4:29:37 AM,714.33,663.84,14.85,728.35,135.75,-29.26
11*21*2018 4:39:40 AM,713.52,663.41,14.85,728.33,135.73,-29.28
11*21*2018 4:49:43 AM,712.71,662.96,14.84,728.32,135.72,-29.29
11*21*2018 4:59:43 AM,711.84,662.47,14.82,728.3,135.7,-29.31
11*21*2018 5:09:47 AM,711.03,661.99,14.81,728.28,135.68,-29.33
11*21*2018 5:19:47 AM,710.19,661.51,14.8,728.27,135.67,-29.34
11*21*2018 5:29:49 AM,709.28,660.97,14.79,728.25,135.65,-29.36
11*21*2018 5:39:50 AM,708.52,660.53,14.79,728.24,135.64,-29.37
11*21*2018 5:49:51 AM,707.74,660.12,14.78,728.22,135.62,-29.39
11*21*2018 5:59:52 AM,706.89,659.64,14.77,728.21,135.61,-29.4
11*21*2018 6:09:53 AM,706.1,659.15,14.76,728.19,135.59,-29.42
11*21*2018 6:19:53 AM,705.31,658.72,14.75,728.18,135.58,-29.43
11*21*2018 6:29:54 AM,704.59,658.35,14.73,728.16,135.56,-29.45
11*21*2018 6:39:55 AM,703.78,657.87,14.72,728.15,135.55,-29.46
11*21*2018 6:49:59 AM,703,657.42,14.71,728.14,135.54,-29.47
11*21*2018 7:00:00 AM,702.24,656.99,14.7,728.12,135.52,-29.49
11*21*2018 7:10:02 AM,701.46,656.54,14.7,728.11,135.51,-29.5
11*21*2018 7:20:07 AM,700.73,656.15,14.69,728.09,135.49,-29.52
11*21*2018 7:30:08 AM,700.01,655.75,14.68,728.08,135.48,-29.53
11*21*2018 7:40:11 AM,699.37,655.42,14.67,728.06,135.46,-29.55
11*21*2018 7:50:14 AM,698.67,655.02,14.66,728.04,135.44,-29.57
11*21*2018 8:00:16 AM,698.05,654.67,14.65,728.03,135.43,-29.58
11*21*2018 8:10:16 AM,697.3,654.27,14.64,728.01,135.41,-29.6
11*21*2018 8:20:17 AM,696.7,653.93,14.64,728,135.4,-29.61
11*21*2018 8:30:20 AM,695.93,653.48,14.65,727.99,135.39,-29.62
11*21*2018 8:40:22 AM,695.18,653,14.66,727.98,135.38,-29.63
11*21*2018 8:50:23 AM,694.28,652.44,14.69,727.97,135.37,-29.64
11*21*2018 9:00:26 AM,693.45,651.86,14.7,727.95,135.35,-29.66
11*21*2018 9:10:28 AM,692.64,651.36,14.72,727.94,135.34,-29.67
11*21*2018 9:20:31 AM,691.84,650.85,14.75,727.94,135.34,-29.67
11*21*2018 9:30:33 AM,690.96,650.27,14.77,727.93,135.33,-29.68
11*21*2018 9:40:34 AM,690.12,649.76,14.81,727.92,135.32,-29.69
11*21*2018 9:50:37 AM,689.29,649.2,14.86,727.91,135.31,-29.7
11*21*2018 10:00:39 AM,688.35,648.59,14.91,727.9,135.3,-29.71
11*21*2018 10:10:40 AM,687.5,648.04,14.96,727.88,135.28,-29.73
11*21*2018 10:20:40 AM,686.67,647.54,15.02,727.87,135.27,-29.74
11*21*2018 10:30:42 AM,685.79,646.99,15.07,727.86,135.26,-29.75
11*21*2018 10:40:42 AM,684.94,646.43,15.13,727.85,135.25,-29.76
11*21*2018 10:50:43 AM,684.11,645.93,15.18,727.82,135.22,-29.79
11*21*2018 11:00:46 AM,683.14,645.26,15.24,727.81,135.21,-29.8
11*21*2018 11:10:50 AM,682.11,644.5,15.3,727.81,135.21,-29.8
11*21*2018 11:20:54 AM,681.24,643.96,15.36,727.79,135.19,-29.82
11*21*2018 11:30:57 AM,680.25,643.29,15.43,727.78,135.18,-29.83
11*21*2018 11:41:01 AM,679.3,642.67,15.51,727.76,135.16,-29.85
11*21*2018 11:51:03 AM,678.31,641.98,15.59,727.75,135.15,-29.86
11*21*2018 12:01:04 PM,677.29,641.35,15.67,727.73,135.13,-29.88
11*21*2018 12:11:08 PM,676.14,640.5,15.76,727.72,135.12,-29.89
11*21*2018 12:21:10 PM,675.2,639.92,15.84,727.71,135.11,-29.9
11*21*2018 12:31:13 PM,674.16,639.2,15.93,727.69,135.09,-29.92
11*21*2018 12:41:16 PM,672.96,638.25,16.04,727.68,135.08,-29.93
11*21*2018 12:51:17 PM,671.67,637.31,16.16,727.67,135.07,-29.94
11*21*2018 1:01:20 PM,670.7,636.71,16.28,727.66,135.06,-29.95
11*21*2018 1:11:22 PM,669.65,635.97,16.39,727.65,135.05,-29.96
11*21*2018 1:21:24 PM,668.67,635.33,16.5,727.63,135.03,-29.98
11*21*2018 1:31:28 PM,667.57,634.63,16.6,727.61,135.01,-30
11*21*2018 1:41:29 PM,666.57,633.99,16.67,727.6,135,-30.01
11*21*2018 1:51:30 PM,665.57,633.31,16.74,727.58,134.98,-30.03
