Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*28*2018 10:38:20 AM
Stop of measurement:,10*31*2018 11:59:11 AM
Duration of Measurements:,3 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,375
Empty soil sampling ring weight [g]:,208
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,1640
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*28*2018 10:38:20 AM
Stop,10*31*2018 11:59:11 AM
,
Calculation of water contents,
Calculation of water contents,Estimation of initial water content
Initial water content [Vol%]:,0.542999992370605
Dry soil weight [g]:,120
Additional Soil Paramters,
Density [g/cm3]:,1.21
Porosity [-]:,0.54
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*30*2018 4:32:26 AM,248.9,278.94,17.79,740.13,157.13,-16.6
10*30*2018 4:42:26 AM,250.59,281.2,17.78,740.07,157.07,-16.66
10*30*2018 4:52:31 AM,252.32,283.51,17.77,740.07,157.07,-16.66
10*30*2018 5:02:33 AM,253.98,285.77,17.75,740.03,157.03,-16.7
10*30*2018 5:12:37 AM,255.73,288.1,17.74,739.97,156.97,-16.76
10*30*2018 5:22:39 AM,257.46,290.45,17.72,739.97,156.97,-16.76
10*30*2018 5:32:44 AM,259.21,292.86,17.7,739.95,156.95,-16.78
10*30*2018 5:42:48 AM,260.99,295.21,17.68,739.9,156.9,-16.83
10*30*2018 5:52:52 AM,262.71,297.59,17.67,739.75,156.75,-16.98
10*30*2018 6:02:54 AM,264.45,299.95,17.65,739.75,156.75,-16.98
10*30*2018 6:12:54 AM,266.26,302.35,17.63,739.71,156.71,-17.02
10*30*2018 6:22:58 AM,268,304.73,17.62,739.67,156.67,-17.06
10*30*2018 6:33:02 AM,269.78,307.2,17.6,739.59,156.59,-17.14
10*30*2018 6:43:06 AM,271.55,309.68,17.59,739.61,156.61,-17.12
10*30*2018 6:53:10 AM,273.34,312.2,17.56,739.58,156.58,-17.15
10*30*2018 7:03:11 AM,275.14,314.69,17.55,739.44,156.44,-17.29
10*30*2018 7:13:12 AM,276.96,317.18,17.53,739.43,156.43,-17.3
10*30*2018 7:23:14 AM,278.7,319.71,17.52,739.39,156.39,-17.34
10*30*2018 7:33:14 AM,280.51,322.15,17.5,739.34,156.34,-17.39
10*30*2018 7:43:18 AM,282.28,324.75,17.49,739.3,156.3,-17.43
10*30*2018 7:53:22 AM,284.08,327.32,17.47,739.26,156.26,-17.47
10*30*2018 8:03:24 AM,285.92,329.96,17.45,739.27,156.27,-17.46
10*30*2018 8:13:27 AM,287.8,332.58,17.43,739.28,156.28,-17.45
10*30*2018 8:23:29 AM,289.61,335.29,17.42,739.18,156.18,-17.55
10*30*2018 8:33:31 AM,291.39,337.82,17.41,739.07,156.07,-17.66
10*30*2018 8:43:35 AM,293.22,340.39,17.4,739.04,156.04,-17.69
10*30*2018 8:53:37 AM,295.07,343.08,17.4,739.1,156.1,-17.63
10*30*2018 9:03:38 AM,296.59,345.29,17.5,739.03,156.03,-17.7
10*30*2018 9:13:42 AM,297.86,347.36,17.76,738.96,155.96,-17.77
10*30*2018 9:23:43 AM,298.95,349.39,18.08,738.86,155.86,-17.87
10*30*2018 9:33:43 AM,300.16,351.14,18.42,738.81,155.81,-17.92
10*30*2018 9:43:48 AM,301.34,353.17,18.76,738.76,155.76,-17.97
10*30*2018 9:53:52 AM,302.66,355.3,19.05,738.72,155.72,-18.01
10*30*2018 10:03:55 AM,304.11,357.87,19.29,738.69,155.69,-18.04
10*30*2018 10:13:58 AM,305.57,360.33,19.55,738.61,155.61,-18.12
10*30*2018 10:23:59 AM,306.96,362.82,19.83,738.52,155.52,-18.21
10*30*2018 10:34:03 AM,308.41,365.26,20.11,738.48,155.48,-18.25
10*30*2018 10:44:03 AM,309.96,367.69,20.39,738.42,155.42,-18.31
10*30*2018 10:54:09 AM,311.35,370.08,20.68,738.36,155.36,-18.37
10*30*2018 11:04:09 AM,312.99,372.66,20.97,738.3,155.3,-18.43
10*30*2018 11:14:14 AM,314.59,375.42,21.22,738.25,155.25,-18.48
10*30*2018 11:24:17 AM,316.4,378.36,21.44,738.2,155.2,-18.53
10*30*2018 11:34:19 AM,318.09,381.37,21.65,738.14,155.14,-18.59
10*30*2018 11:44:24 AM,320.03,384.44,21.85,738.09,155.09,-18.64
10*30*2018 11:54:24 AM,322.19,387.9,21.97,738.05,155.05,-18.68
10*30*2018 12:04:29 PM,324.48,391.56,22.03,738.01,155.01,-18.72
10*30*2018 12:14:33 PM,326.99,395.48,22.03,737.97,154.97,-18.76
10*30*2018 12:24:35 PM,329.53,399.56,22,737.92,154.92,-18.81
10*30*2018 12:34:38 PM,332.24,403.5,21.94,737.89,154.89,-18.84
10*30*2018 12:44:39 PM,334.83,407.59,21.88,737.86,154.86,-18.87
10*30*2018 12:54:42 PM,337.41,411.79,21.81,737.83,154.83,-18.9
10*30*2018 1:04:43 PM,340.08,415.95,21.74,737.79,154.79,-18.94
10*30*2018 1:14:48 PM,342.7,420.17,21.67,737.76,154.76,-18.97
10*30*2018 1:24:53 PM,345.27,424.37,21.61,737.72,154.72,-19.01
10*30*2018 1:34:55 PM,347.9,428.58,21.57,737.69,154.69,-19.04
10*30*2018 1:54:59 PM,353.15,437.21,21.47,737.62,154.62,-19.11
10*30*2018 2:05:01 PM,355.86,441.62,21.42,737.58,154.58,-19.15
10*30*2018 2:15:04 PM,358.46,445.96,21.36,737.55,154.55,-19.18
10*30*2018 2:31:09 PM,362.7,453.18,21.27,737.49,154.49,-19.24
10*30*2018 2:41:12 PM,365.31,457.51,21.23,737.47,154.47,-19.26
10*30*2018 2:51:17 PM,367.95,461.9,21.21,737.44,154.44,-19.29
10*30*2018 3:07:22 PM,372.01,468.97,21.2,737.39,154.39,-19.34
10*30*2018 3:17:22 PM,374.58,473.38,21.19,737.36,154.36,-19.37
10*30*2018 3:27:24 PM,377.16,477.69,21.19,737.33,154.33,-19.4
10*30*2018 3:37:26 PM,379.69,481.95,21.21,737.3,154.3,-19.43
10*30*2018 3:47:29 PM,382.23,486.32,21.22,737.26,154.26,-19.47
10*30*2018 3:57:30 PM,384.86,490.97,21.22,737.24,154.24,-19.49
10*30*2018 4:07:36 PM,387.62,495.82,21.19,737.21,154.21,-19.52
10*30*2018 4:17:40 PM,390.49,500.9,21.14,737.18,154.18,-19.55
10*30*2018 4:27:41 PM,393.44,506.01,21.07,737.15,154.15,-19.58
10*30*2018 4:37:46 PM,396.43,511.25,20.99,737.1,154.1,-19.63
10*30*2018 4:47:46 PM,399.38,516.27,20.91,737.07,154.07,-19.66
10*30*2018 5:03:52 PM,404.03,524.85,20.79,737.03,154.03,-19.7
10*30*2018 5:13:56 PM,407.05,530.36,20.71,737,154,-19.73
10*30*2018 5:24:01 PM,410.1,535.89,20.62,736.97,153.97,-19.76
10*30*2018 5:34:05 PM,413.28,541.6,20.52,736.95,153.95,-19.78
10*30*2018 5:46:09 PM,416.97,548.52,20.4,736.91,153.91,-19.82
10*30*2018 5:56:12 PM,420.16,554.19,20.29,736.88,153.88,-19.85
10*30*2018 6:06:14 PM,423.26,560.06,20.19,736.85,153.85,-19.88
10*30*2018 6:16:19 PM,426.49,565.9,20.08,736.82,153.82,-19.91
10*30*2018 6:26:21 PM,429.63,571.91,19.98,736.8,153.8,-19.93
10*30*2018 6:36:25 PM,432.73,577.81,19.89,736.78,153.78,-19.95
10*30*2018 6:46:27 PM,435.84,583.92,19.8,736.75,153.75,-19.98
10*30*2018 6:56:28 PM,438.97,589.92,19.71,736.73,153.73,-20
10*30*2018 7:06:30 PM,442.04,595.99,19.63,736.7,153.7,-20.03
10*30*2018 7:16:30 PM,445.13,601.95,19.56,736.67,153.67,-20.06
10*30*2018 7:26:35 PM,448.24,608.17,19.5,736.64,153.64,-20.09
10*30*2018 7:36:40 PM,451.27,614.42,19.43,736.61,153.61,-20.12
10*30*2018 7:46:45 PM,454.3,620.58,19.37,736.59,153.59,-20.14
10*30*2018 8:02:50 PM,459.28,630.88,19.28,736.55,153.55,-20.18
10*30*2018 8:12:54 PM,462.39,637.19,19.22,736.52,153.52,-20.21
10*30*2018 8:32:59 PM,468.59,650.02,19.12,736.47,153.47,-20.26
10*30*2018 8:43:01 PM,471.69,656.48,19.07,736.44,153.44,-20.29
10*30*2018 8:55:05 PM,475.36,664.29,19.02,736.41,153.41,-20.32
10*30*2018 9:05:09 PM,478.48,670.99,18.98,736.39,153.39,-20.34
10*30*2018 9:17:13 PM,482.22,679.03,18.93,736.36,153.36,-20.37
10*30*2018 9:27:14 PM,485.18,685.67,18.89,736.33,153.33,-20.4
10*30*2018 9:43:18 PM,490.28,696.5,18.84,736.3,153.3,-20.43
10*30*2018 9:53:20 PM,493.47,703.36,18.81,736.27,153.27,-20.46
10*30*2018 10:03:21 PM,496.62,710.25,18.78,736.24,153.24,-20.49
10*30*2018 10:13:24 PM,499.8,717.26,18.75,736.22,153.22,-20.51
10*30*2018 10:23:25 PM,503,724.39,18.72,736.19,153.19,-20.54
10*30*2018 10:33:26 PM,506.27,731.55,18.68,736.18,153.18,-20.55
10*30*2018 10:43:30 PM,509.42,738.53,18.66,736.15,153.15,-20.58
10*30*2018 11:03:36 PM,515.92,752.97,18.6,736.11,153.11,-20.62
10*30*2018 11:13:40 PM,519.07,760.37,18.58,736.08,153.08,-20.65
10*30*2018 11:23:41 PM,522.32,767.77,18.55,736.06,153.06,-20.67
10*30*2018 11:33:45 PM,525.6,775.22,18.52,736.03,153.03,-20.7
10*30*2018 11:43:47 PM,528.94,782.81,18.49,736.02,153.02,-20.71
10*30*2018 11:53:47 PM,532.15,790.39,18.46,736,153,-20.73
10*31*2018 12:03:50 AM,535.49,797.99,18.44,735.97,152.97,-20.76
10*31*2018 12:13:55 AM,538.81,805.71,18.42,735.94,152.94,-20.79
10*31*2018 12:23:57 AM,542.13,813.44,18.4,735.92,152.92,-20.81
10*31*2018 12:34:01 AM,545.43,821.29,18.37,735.9,152.9,-20.83
10*31*2018 12:44:05 AM,548.87,829.25,18.35,735.87,152.87,-20.86
10*31*2018 12:54:09 AM,552.15,837.35,18.32,735.85,152.85,-20.88
10*31*2018 1:04:11 AM,555.54,845.43,18.3,735.84,152.84,-20.89
10*31*2018 1:14:13 AM,558.92,853.43,18.28,735.81,152.81,-20.92
10*31*2018 1:24:15 AM,562.33,861.49,18.26,735.78,152.78,-20.95
10*31*2018 1:34:17 AM,565.68,869.83,18.25,735.76,152.76,-20.97
10*31*2018 1:44:21 AM,569.1,878.09,18.22,735.75,152.75,-20.98
10*31*2018 1:54:21 AM,572.53,886.4,18.2,735.73,152.73,-21
10*31*2018 2:04:24 AM,575.99,779.01,18.17,735.71,152.71,-21.02
10*31*2018 2:16:30 AM,580.1,801.37,18.14,735.69,152.69,-21.04
10*31*2018 2:26:36 AM,583.66,809.07,18.12,735.67,152.67,-21.06
10*31*2018 2:36:39 AM,587.15,791.37,18.1,735.64,152.64,-21.09
10*31*2018 2:52:44 AM,592.77,790.04,18.06,735.61,152.61,-21.12
10*31*2018 3:02:47 AM,596.31,795.64,18.03,735.59,152.59,-21.14
10*31*2018 3:12:50 AM,599.79,801.45,18,735.57,152.57,-21.16
10*31*2018 3:22:50 AM,603.28,807.03,17.97,735.56,152.56,-21.17
10*31*2018 3:32:54 AM,606.85,811.97,17.95,735.55,152.55,-21.18
10*31*2018 3:42:55 AM,610.27,816.48,17.92,735.52,152.52,-21.21
10*31*2018 3:52:57 AM,613.72,820.62,17.91,735.5,152.5,-21.23
10*31*2018 4:13:01 AM,620.85,827.88,17.86,735.47,152.47,-21.26
10*31*2018 4:23:02 AM,624.39,830.9,17.83,735.44,152.44,-21.29
10*31*2018 4:33:06 AM,627.93,833.77,17.8,735.42,152.42,-21.31
10*31*2018 4:49:10 AM,633.62,837.94,17.75,735.41,152.41,-21.32
10*31*2018 4:59:13 AM,637.06,840.25,17.74,735.38,152.38,-21.35
10*31*2018 5:09:14 AM,640.56,842.49,17.72,735.35,152.35,-21.38
10*31*2018 5:19:19 AM,644.17,844.73,17.7,735.34,152.34,-21.39
10*31*2018 5:29:20 AM,647.65,846.37,17.68,735.32,152.32,-21.41
10*31*2018 5:39:22 AM,651.29,848.12,17.65,735.3,152.3,-21.43
10*31*2018 5:51:26 AM,655.48,850.11,17.63,735.28,152.28,-21.45
10*31*2018 6:01:31 AM,659.12,851.62,17.6,735.26,152.26,-21.47
10*31*2018 6:13:36 AM,663.38,853.18,17.58,735.25,152.25,-21.48
10*31*2018 6:23:37 AM,666.89,854.35,17.56,735.23,152.23,-21.5
10*31*2018 6:33:37 AM,670.33,855.42,17.55,735.21,152.21,-21.52
10*31*2018 6:43:40 AM,673.88,856.37,17.53,735.19,152.19,-21.54
10*31*2018 6:53:43 AM,677.54,857.51,17.51,735.18,152.18,-21.55
10*31*2018 7:03:48 AM,681.06,858.73,17.49,735.15,152.15,-21.58
10*31*2018 7:13:50 AM,684.71,859.63,17.47,735.13,152.13,-21.6
10*31*2018 7:23:53 AM,688.2,860.36,17.45,735.12,152.12,-21.61
10*31*2018 7:33:59 AM,691.86,861.08,17.43,735.11,152.11,-21.62
10*31*2018 7:44:03 AM,695,861.71,17.42,735.09,152.09,-21.64
10*31*2018 7:54:07 AM,697.33,862.35,17.41,735.07,152.07,-21.66
10*31*2018 8:04:10 AM,701.46,863.07,17.4,735.05,152.05,-21.68
10*31*2018 8:14:15 AM,705.17,863.69,17.39,735.04,152.04,-21.69
10*31*2018 8:24:16 AM,708.83,864.41,17.37,735.02,152.02,-21.71
10*31*2018 8:34:16 AM,712.36,864.93,17.36,735,152,-21.73
10*31*2018 8:44:18 AM,716.04,865.49,17.35,734.98,151.98,-21.75
10*31*2018 9:00:22 AM,721.74,866.35,17.33,734.97,151.97,-21.76
10*31*2018 9:10:27 AM,725.27,866.9,17.33,734.93,151.93,-21.8
10*31*2018 9:20:31 AM,728.7,867.34,17.33,734.92,151.92,-21.81
10*31*2018 9:30:32 AM,732.27,867.75,17.34,734.9,151.9,-21.83
10*31*2018 9:40:33 AM,735.66,868.11,17.34,734.93,151.93,-21.8
10*31*2018 9:50:35 AM,738.53,868.26,17.4,734.92,151.92,-21.81
10*31*2018 10:00:37 AM,740.41,868.42,17.56,734.88,151.88,-21.85
10*31*2018 10:10:42 AM,741.95,868.34,17.81,734.83,151.83,-21.9
10*31*2018 10:20:45 AM,743.12,868.4,18.11,734.8,151.8,-21.93
10*31*2018 10:30:49 AM,744.18,868.17,18.42,734.77,151.77,-21.96
10*31*2018 10:40:50 AM,745.17,867.8,18.76,734.72,151.72,-22.01
10*31*2018 10:50:54 AM,746.17,867.34,19.1,734.69,151.69,-22.04
10*31*2018 11:02:59 AM,747.61,867.09,19.5,734.64,151.64,-22.09
10*31*2018 11:13:01 AM,749.37,866.65,19.8,734.62,151.62,-22.11
10*31*2018 11:23:04 AM,751.28,866.24,20.08,734.58,151.58,-22.15
10*31*2018 11:33:05 AM,753.22,866.13,20.34,734.55,151.55,-22.18
10*31*2018 11:49:09 AM,756.84,865.69,20.73,734.49,151.49,-22.24
10*31*2018 11:59:11 AM,759.17,865.4,20.96,734.45,151.45,-22.28
10*31*2018 12:09:11 PM,761.73,865.23,21.18,734.42,151.42,-22.31
