Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,9*21*2018 4:34:11 PM
Stop of measurement:,9*27*2018 2:20:26 PM
Duration of Measurements:,5 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,207
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,9*21*2018 4:34:11 PM
Stop,9*24*2018 11:01:53 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.477980103155579
Dry soil weight [g]:,96.21
Additional Soil Paramters,
Density [g/cm3]:,0.97
Porosity [-]:,0.63
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
9*23*2018 10:28:57 AM,13.92,16.7,20.68,725.81,130.81,-12.72
9*23*2018 10:39:18 AM,13.93,16.74,20.73,725.76,130.76,-12.77
9*23*2018 10:49:39 AM,14.05,16.87,20.79,725.71,130.71,-12.82
9*23*2018 10:59:59 AM,14.23,17.01,20.83,725.65,130.65,-12.88
9*23*2018 11:10:20 AM,14.29,17.11,20.88,725.6,130.6,-12.93
9*23*2018 11:20:40 AM,14.37,17.16,20.93,725.55,130.55,-12.98
9*23*2018 11:31:01 AM,14.26,17.02,21,725.49,130.49,-13.04
9*23*2018 11:41:22 AM,14.45,17.24,21.07,725.45,130.45,-13.08
9*23*2018 11:51:42 AM,14.54,17.33,21.15,725.39,130.39,-13.14
9*23*2018 12:02:03 PM,14.58,17.42,21.23,725.32,130.32,-13.21
9*23*2018 12:12:23 PM,14.74,17.52,21.33,725.27,130.27,-13.26
9*23*2018 12:22:44 PM,14.84,17.65,21.41,725.22,130.22,-13.31
9*23*2018 12:33:05 PM,14.87,17.7,21.48,725.17,130.17,-13.36
9*23*2018 12:43:26 PM,15.06,17.84,21.52,725.12,130.12,-13.41
9*23*2018 12:53:46 PM,15.11,17.91,21.56,725.07,130.07,-13.46
9*23*2018 1:04:07 PM,15.24,18.02,21.6,725.02,130.02,-13.51
9*23*2018 1:14:27 PM,15.36,18.14,21.65,724.96,129.96,-13.57
9*23*2018 1:24:48 PM,15.44,18.24,21.72,724.9,129.9,-13.63
9*23*2018 1:35:08 PM,15.55,18.33,21.79,724.85,129.85,-13.68
9*23*2018 1:45:29 PM,15.63,18.47,21.85,724.81,129.81,-13.72
9*23*2018 1:55:50 PM,15.78,18.59,21.9,724.76,129.76,-13.77
9*23*2018 2:06:10 PM,15.93,18.68,21.93,724.71,129.71,-13.82
9*23*2018 2:16:31 PM,16,18.83,21.96,724.65,129.65,-13.88
9*23*2018 2:26:51 PM,16.14,18.92,22.02,724.59,129.59,-13.94
9*23*2018 2:37:12 PM,16.27,19.08,22.08,724.55,129.55,-13.98
9*23*2018 2:47:33 PM,16.37,19.16,22.12,724.5,129.5,-14.03
9*23*2018 2:57:53 PM,16.5,19.27,22.14,724.46,129.46,-14.07
9*23*2018 3:08:14 PM,16.62,19.45,22.15,724.41,129.41,-14.12
9*23*2018 3:18:35 PM,16.76,19.57,22.16,724.36,129.36,-14.17
9*23*2018 3:28:55 PM,16.86,19.66,22.16,724.32,129.32,-14.21
9*23*2018 3:39:15 PM,16.96,19.78,22.16,724.27,129.27,-14.26
9*23*2018 3:49:36 PM,17.05,19.86,22.16,724.22,129.22,-14.31
9*23*2018 3:59:56 PM,17.2,20.01,22.18,724.18,129.18,-14.35
9*23*2018 4:10:17 PM,17.3,20.1,22.19,724.13,129.13,-14.4
9*23*2018 4:20:37 PM,17.44,20.26,22.19,724.09,129.09,-14.44
9*23*2018 4:30:58 PM,17.61,20.45,22.18,724.04,129.04,-14.49
9*23*2018 4:41:18 PM,17.71,20.54,22.18,723.99,128.99,-14.54
9*23*2018 4:51:38 PM,17.86,20.69,22.18,723.94,128.94,-14.59
9*23*2018 5:01:59 PM,17.96,20.81,22.19,723.89,128.89,-14.64
9*23*2018 5:12:19 PM,18.1,20.9,22.2,723.84,128.84,-14.69
9*23*2018 5:22:40 PM,18.19,21.04,22.21,723.8,128.8,-14.73
9*23*2018 5:33:01 PM,18.33,21.18,22.2,723.75,128.75,-14.78
9*23*2018 5:43:21 PM,18.48,21.31,22.19,723.7,128.7,-14.83
9*23*2018 5:53:42 PM,18.61,21.43,22.17,723.66,128.66,-14.87
9*23*2018 6:04:02 PM,18.8,21.6,22.13,723.61,128.61,-14.92
9*23*2018 6:14:23 PM,18.9,21.75,22.09,723.57,128.57,-14.96
9*23*2018 6:24:44 PM,19.03,21.89,22.03,723.53,128.53,-15
9*23*2018 6:35:04 PM,19.18,22.02,21.97,723.49,128.49,-15.04
9*23*2018 6:45:25 PM,19.32,22.16,21.91,723.45,128.45,-15.08
9*23*2018 6:55:45 PM,19.44,22.31,21.83,723.4,128.4,-15.13
9*23*2018 7:06:06 PM,19.6,22.43,21.75,723.36,128.36,-15.17
9*23*2018 7:16:26 PM,19.8,22.6,21.66,723.31,128.31,-15.22
9*23*2018 7:26:47 PM,19.94,22.78,21.55,723.26,128.26,-15.27
9*23*2018 7:37:08 PM,20.12,23,21.44,723.21,128.21,-15.32
9*23*2018 7:47:28 PM,20.32,23.14,21.31,723.17,128.17,-15.36
9*23*2018 7:57:49 PM,20.44,23.34,21.19,723.13,128.13,-15.4
9*23*2018 8:08:10 PM,20.69,23.54,21.12,723.07,128.07,-15.46
9*23*2018 8:18:31 PM,20.87,23.74,21.08,723,128,-15.53
9*23*2018 8:28:51 PM,21.11,23.98,21.09,722.93,127.93,-15.6
9*23*2018 8:39:11 PM,21.3,24.19,21.13,722.86,127.86,-15.67
9*23*2018 8:49:32 PM,21.54,24.41,21.18,722.79,127.79,-15.74
9*23*2018 8:59:53 PM,21.74,24.61,21.23,722.73,127.73,-15.8
9*23*2018 9:10:14 PM,21.87,24.82,21.27,722.67,127.67,-15.86
9*23*2018 9:20:33 PM,22.06,24.95,21.31,722.62,127.62,-15.91
9*23*2018 9:30:54 PM,22.26,25.11,21.34,722.56,127.56,-15.97
9*23*2018 9:41:14 PM,22.4,25.26,21.36,722.52,127.52,-16.01
9*23*2018 9:51:35 PM,22.54,25.44,21.37,722.48,127.48,-16.05
9*23*2018 10:01:55 PM,22.7,25.58,21.37,722.43,127.43,-16.1
9*23*2018 10:12:16 PM,22.86,25.75,21.36,722.38,127.38,-16.15
9*23*2018 10:22:36 PM,23.08,25.93,21.33,722.34,127.34,-16.19
9*23*2018 10:32:55 PM,23.25,26.15,21.3,722.29,127.29,-16.24
9*23*2018 10:43:16 PM,23.4,26.28,21.27,722.25,127.25,-16.28
9*23*2018 10:53:37 PM,23.61,26.51,21.25,722.2,127.2,-16.33
9*23*2018 11:03:58 PM,23.77,26.69,21.22,722.15,127.15,-16.38
9*23*2018 11:14:18 PM,24,26.9,21.2,722.11,127.11,-16.42
9*23*2018 11:24:39 PM,24.15,27.09,21.16,722.06,127.06,-16.47
9*23*2018 11:34:59 PM,24.36,27.25,21.14,722.01,127.01,-16.52
9*23*2018 11:45:20 PM,24.56,27.46,21.11,721.97,126.97,-16.56
9*23*2018 11:55:40 PM,24.76,27.67,21.09,721.93,126.93,-16.6
9*24*2018 12:06:00 AM,24.96,27.88,21.07,721.88,126.88,-16.65
9*24*2018 12:16:21 AM,25.18,28.09,21.04,721.84,126.84,-16.69
9*24*2018 12:26:41 AM,25.38,28.32,21.01,721.79,126.79,-16.74
9*24*2018 12:37:02 AM,25.59,28.51,20.99,721.75,126.75,-16.78
9*24*2018 12:47:23 AM,25.8,28.72,20.97,721.7,126.7,-16.83
9*24*2018 12:57:43 AM,26.01,28.93,20.95,721.66,126.66,-16.87
9*24*2018 1:08:04 AM,26.25,29.15,20.92,721.61,126.61,-16.92
9*24*2018 1:18:25 AM,26.46,29.43,20.89,721.56,126.56,-16.97
9*24*2018 1:28:45 AM,26.69,29.61,20.85,721.52,126.52,-17.01
9*24*2018 1:39:05 AM,26.9,29.83,20.83,721.47,126.47,-17.06
9*24*2018 1:49:26 AM,27.19,30.07,20.81,721.43,126.43,-17.1
9*24*2018 1:59:47 AM,27.36,30.34,20.78,721.38,126.38,-17.15
9*24*2018 2:10:08 AM,27.64,30.54,20.75,721.34,126.34,-17.19
9*24*2018 2:20:28 AM,27.87,30.82,20.72,721.3,126.3,-17.23
9*24*2018 2:30:48 AM,28.14,31.09,20.69,721.25,126.25,-17.28
9*24*2018 2:41:07 AM,28.37,31.31,20.67,721.2,126.2,-17.33
9*24*2018 2:51:26 AM,28.65,31.56,20.65,721.16,126.16,-17.37
9*24*2018 3:01:45 AM,28.9,31.87,20.62,721.12,126.12,-17.41
9*24*2018 3:12:05 AM,29.14,32.11,20.6,721.08,126.08,-17.45
9*24*2018 3:22:24 AM,29.39,32.35,20.58,721.03,126.03,-17.5
9*24*2018 3:32:43 AM,29.65,32.6,20.56,720.99,125.99,-17.54
9*24*2018 3:43:03 AM,29.88,32.86,20.55,720.94,125.94,-17.59
9*24*2018 3:53:22 AM,30.16,33.14,20.53,720.89,125.89,-17.64
9*24*2018 4:03:41 AM,30.45,33.43,20.51,720.86,125.86,-17.67
9*24*2018 4:13:44 AM,30.7,33.69,20.49,720.82,125.82,-17.71
9*24*2018 4:24:05 AM,30.96,33.95,20.48,720.77,125.77,-17.76
9*24*2018 4:34:25 AM,31.25,34.25,20.47,720.73,125.73,-17.8
9*24*2018 4:44:44 AM,31.54,34.52,20.46,720.67,125.67,-17.86
9*24*2018 4:55:03 AM,31.84,34.86,20.44,720.64,125.64,-17.89
9*24*2018 5:05:22 AM,32.08,35.19,20.41,720.59,125.59,-17.94
9*24*2018 5:15:41 AM,32.34,35.45,20.39,720.55,125.55,-17.98
9*24*2018 5:26:00 AM,32.66,35.73,20.38,720.51,125.51,-18.02
9*24*2018 5:36:18 AM,32.98,36.03,20.37,720.46,125.46,-18.07
9*24*2018 5:46:37 AM,33.31,36.33,20.36,720.42,125.42,-18.11
9*24*2018 5:56:57 AM,33.57,36.63,20.34,720.38,125.38,-18.15
9*24*2018 6:07:16 AM,33.84,36.99,20.33,720.34,125.34,-18.19
9*24*2018 6:17:35 AM,34.15,37.27,20.32,720.29,125.29,-18.24
9*24*2018 6:27:54 AM,34.45,37.61,20.31,720.24,125.24,-18.29
9*24*2018 6:38:15 AM,34.81,37.96,20.3,720.19,125.19,-18.34
9*24*2018 6:48:36 AM,35.09,38.3,20.29,720.15,125.15,-18.38
9*24*2018 6:58:57 AM,35.44,38.6,20.27,720.1,125.1,-18.43
9*24*2018 7:09:16 AM,35.8,38.97,20.25,720.06,125.06,-18.47
9*24*2018 7:19:37 AM,36.15,39.38,20.23,720.01,125.01,-18.52
9*24*2018 7:29:58 AM,36.49,39.74,20.22,719.97,124.97,-18.56
9*24*2018 7:40:18 AM,36.85,40.15,20.2,719.92,124.92,-18.61
9*24*2018 7:50:39 AM,37.28,40.54,20.18,719.88,124.88,-18.65
9*24*2018 8:00:59 AM,37.67,40.97,20.16,719.83,124.83,-18.7
9*24*2018 8:11:20 AM,38.07,41.41,20.14,719.78,124.78,-18.75
9*24*2018 8:21:41 AM,38.44,41.77,20.13,719.73,124.73,-18.8
9*24*2018 8:32:02 AM,38.78,42.19,20.13,719.69,124.69,-18.84
9*24*2018 8:42:22 AM,39.15,42.54,20.13,719.64,124.64,-18.89
9*24*2018 8:52:43 AM,39.56,42.95,20.15,719.6,124.6,-18.93
9*24*2018 9:03:03 AM,39.96,43.43,20.17,719.56,124.56,-18.97
9*24*2018 9:13:24 AM,40.31,43.8,20.21,719.5,124.5,-19.03
9*24*2018 9:23:43 AM,40.74,44.21,20.27,719.45,124.45,-19.08
9*24*2018 9:34:03 AM,41.13,44.58,20.34,719.41,124.41,-19.12
9*24*2018 9:44:24 AM,41.5,45,20.43,719.36,124.36,-19.17
9*24*2018 9:54:44 AM,41.88,45.46,20.51,719.32,124.32,-19.21
9*24*2018 10:05:05 AM,42.25,45.92,20.59,719.27,124.27,-19.26
9*24*2018 10:15:26 AM,42.69,46.34,20.68,719.22,124.22,-19.31
9*24*2018 10:25:47 AM,43.12,46.76,20.78,719.17,124.17,-19.36
9*24*2018 10:36:07 AM,43.52,47.22,20.9,719.11,124.11,-19.42
9*24*2018 10:46:28 AM,43.89,47.63,21,719.06,124.06,-19.47
9*24*2018 10:56:49 AM,44.28,48.12,21.1,719.02,124.02,-19.51
9*24*2018 11:07:09 AM,44.76,48.65,21.2,718.97,123.97,-19.56
9*24*2018 11:17:29 AM,45.22,49.18,21.3,718.91,123.91,-19.62
9*24*2018 11:27:50 AM,45.71,49.69,21.4,718.86,123.86,-19.67
9*24*2018 11:38:10 AM,46.13,50.21,21.5,718.81,123.81,-19.72
9*24*2018 11:48:31 AM,46.66,50.8,21.59,718.76,123.76,-19.77
9*24*2018 11:58:52 AM,47.14,51.41,21.67,718.71,123.71,-19.82
9*24*2018 12:09:12 PM,47.71,51.92,21.73,718.66,123.66,-19.87
9*24*2018 12:19:32 PM,48.2,52.49,21.82,718.61,123.61,-19.92
9*24*2018 12:29:54 PM,48.68,53.05,21.92,718.55,123.55,-19.98
9*24*2018 12:40:14 PM,49.2,53.56,22.01,718.51,123.51,-20.02
9*24*2018 12:50:35 PM,49.69,54.12,22.11,718.46,123.46,-20.07
9*24*2018 1:00:55 PM,50.24,54.93,22.19,718.4,123.4,-20.13
9*24*2018 1:11:16 PM,50.81,55.57,22.26,718.35,123.35,-20.18
9*24*2018 1:21:36 PM,51.35,56.23,22.34,718.28,123.28,-20.25
9*24*2018 1:31:57 PM,51.93,56.86,22.41,718.23,123.23,-20.3
9*24*2018 1:42:17 PM,52.51,57.42,22.5,718.17,123.17,-20.36
9*24*2018 1:52:37 PM,53.14,58.13,22.59,718.12,123.12,-20.41
9*24*2018 2:02:57 PM,53.75,58.9,22.67,718.07,123.07,-20.46
9*24*2018 2:13:17 PM,54.32,59.65,22.73,718.02,123.02,-20.51
9*24*2018 2:23:39 PM,54.99,60.58,22.77,717.97,122.97,-20.56
9*24*2018 2:33:59 PM,55.65,61.3,22.79,717.93,122.93,-20.6
9*24*2018 2:44:19 PM,56.3,62.19,22.79,717.89,122.89,-20.64
9*24*2018 2:54:40 PM,57.02,62.92,22.78,717.84,122.84,-20.69
9*24*2018 3:05:00 PM,57.69,63.96,22.77,717.79,122.79,-20.74
9*24*2018 3:15:21 PM,58.47,65.14,22.76,717.72,122.72,-20.81
9*24*2018 3:25:41 PM,59.19,66.24,22.75,717.66,122.66,-20.87
9*24*2018 3:36:02 PM,60.04,67.2,22.73,717.62,122.62,-20.91
9*24*2018 3:46:19 PM,60.86,68.2,22.7,717.57,122.57,-20.96
9*24*2018 3:56:27 PM,61.6,69.22,22.67,717.52,122.52,-21.01
9*24*2018 4:06:35 PM,62.37,70.1,22.63,717.47,122.47,-21.06
9*24*2018 4:16:43 PM,63.16,71.18,22.58,717.43,122.43,-21.1
9*24*2018 4:26:50 PM,63.95,72.09,22.53,717.38,122.38,-21.15
9*24*2018 4:36:58 PM,64.69,73.01,22.47,717.34,122.34,-21.19
9*24*2018 4:47:06 PM,65.43,73.98,22.42,717.29,122.29,-21.24
9*24*2018 4:57:14 PM,66.16,75.07,22.39,717.24,122.24,-21.29
9*24*2018 5:07:22 PM,66.93,76.21,22.35,717.19,122.19,-21.34
9*24*2018 5:17:30 PM,67.8,77.43,22.29,717.14,122.14,-21.39
9*24*2018 5:27:37 PM,68.59,78.63,22.22,717.1,122.1,-21.43
9*24*2018 5:37:45 PM,69.39,79.86,22.13,717.05,122.05,-21.48
9*24*2018 5:47:53 PM,70.31,81.02,22.04,717,122,-21.53
9*24*2018 5:58:00 PM,71.11,82.27,21.95,716.96,121.96,-21.57
9*24*2018 6:08:08 PM,71.92,83.48,21.86,716.92,121.92,-21.61
9*24*2018 6:18:16 PM,72.85,84.73,21.78,716.87,121.87,-21.66
9*24*2018 6:28:23 PM,73.72,85.99,21.71,716.82,121.82,-21.71
9*24*2018 6:38:31 PM,74.48,87.22,21.64,716.78,121.78,-21.75
9*24*2018 6:48:39 PM,75.45,88.63,21.57,716.73,121.73,-21.8
9*24*2018 6:58:46 PM,76.34,89.89,21.49,716.69,121.69,-21.84
9*24*2018 7:08:54 PM,77.22,91.21,21.4,716.65,121.65,-21.88
9*24*2018 7:19:02 PM,78.09,92.58,21.32,716.6,121.6,-21.93
9*24*2018 7:29:09 PM,79,93.91,21.24,716.56,121.56,-21.97
9*24*2018 7:39:17 PM,79.93,95.38,21.15,716.52,121.52,-22.01
9*24*2018 7:49:25 PM,80.83,96.82,21.06,716.47,121.47,-22.06
9*24*2018 7:59:33 PM,81.72,98.2,20.97,716.43,121.43,-22.1
9*24*2018 8:09:41 PM,82.57,99.72,20.89,716.39,121.39,-22.14
9*24*2018 8:19:49 PM,83.5,101.05,20.81,716.36,121.36,-22.17
9*24*2018 8:29:56 PM,84.41,102.69,20.76,716.31,121.31,-22.22
9*24*2018 8:40:04 PM,85.21,104.5,20.75,716.24,121.24,-22.29
9*24*2018 8:50:12 PM,86.11,106.27,20.77,716.17,121.17,-22.36
9*24*2018 9:00:19 PM,86.97,108.14,20.86,716.1,121.1,-22.43
9*24*2018 9:10:27 PM,87.89,110.09,20.99,716.02,121.02,-22.51
9*24*2018 9:20:35 PM,88.74,112.12,21.13,715.95,120.95,-22.58
9*24*2018 9:30:43 PM,89.67,114.02,21.26,715.88,120.88,-22.65
9*24*2018 9:40:50 PM,90.6,116.03,21.39,715.82,120.82,-22.71
9*24*2018 9:50:58 PM,90.84,118.11,21.49,715.76,120.76,-22.77
9*24*2018 10:01:06 PM,92.36,120.12,21.57,715.7,120.7,-22.83
9*24*2018 10:11:14 PM,93.49,122.28,21.64,715.64,120.64,-22.89
9*24*2018 10:21:22 PM,94.72,124.43,21.69,715.59,120.59,-22.94
9*24*2018 10:31:30 PM,95.87,126.63,21.73,715.54,120.54,-22.99
9*24*2018 10:41:38 PM,97.02,128.92,21.76,715.48,120.48,-23.05
9*24*2018 10:51:45 PM,98.16,131.3,21.78,715.42,120.42,-23.11
9*24*2018 11:01:53 PM,99.33,133.75,21.81,715.37,120.37,-23.16
9*24*2018 11:12:01 PM,100.58,136.2,21.83,715.32,120.32,-23.21
9*25*2018 2:16:56 PM,422.41,790.38,22.14,711.13,116.13,-27.4
9*25*2018 2:27:10 PM,429.51,794.59,22.13,711.11,116.11,-27.42
9*25*2018 2:37:27 PM,436.81,788.35,22.12,711.08,116.08,-27.45
9*25*2018 2:47:29 PM,443.99,789.34,22.12,711.05,116.05,-27.48
9*25*2018 2:57:46 PM,450.93,792.12,22.13,711.02,116.02,-27.51
9*25*2018 3:07:54 PM,457.16,794.51,22.15,710.99,115.99,-27.54
9*25*2018 3:17:58 PM,463.4,796.48,22.17,710.96,115.96,-27.57
9*25*2018 3:28:17 PM,470.12,797.89,22.2,710.93,115.93,-27.6
9*25*2018 3:38:37 PM,478.23,792.95,22.23,710.9,115.9,-27.63
9*25*2018 3:48:57 PM,486.28,788.42,22.25,710.87,115.87,-27.66
9*25*2018 3:59:18 PM,495.91,783.77,22.28,710.85,115.85,-27.68
9*25*2018 4:09:39 PM,502.06,779.71,22.29,710.81,115.81,-27.72
9*25*2018 4:20:00 PM,510.47,775.95,22.29,710.79,115.79,-27.74
9*25*2018 4:30:20 PM,519.2,772.39,22.27,710.76,115.76,-27.77
9*25*2018 4:40:40 PM,528.1,769.1,22.25,710.73,115.73,-27.8
9*25*2018 4:51:00 PM,537.06,766.04,22.22,710.71,115.71,-27.82
9*25*2018 5:01:21 PM,546.76,763.14,22.18,710.67,115.67,-27.86
9*25*2018 5:11:42 PM,555.42,760.43,22.14,710.64,115.64,-27.89
9*25*2018 5:22:03 PM,565.07,757.93,22.1,710.61,115.61,-27.92
9*25*2018 5:32:23 PM,574.54,755.41,22.05,710.59,115.59,-27.94
9*25*2018 5:42:44 PM,584.1,752.99,22.01,710.56,115.56,-27.97
9*25*2018 5:53:05 PM,593.41,750.64,21.97,710.53,115.53,-28
9*25*2018 6:03:26 PM,604.11,748.43,21.92,710.5,115.5,-28.03
9*25*2018 6:13:46 PM,613.05,746.14,21.88,710.47,115.47,-28.06
9*25*2018 6:24:07 PM,623.16,744.27,21.82,710.44,115.44,-28.09
9*25*2018 6:34:27 PM,633.36,742.26,21.76,710.41,115.41,-28.12
9*25*2018 6:44:48 PM,643.08,740.45,21.71,710.38,115.38,-28.15
9*25*2018 6:55:09 PM,653.55,738.57,21.66,710.35,115.35,-28.18
9*25*2018 7:05:28 PM,663.96,736.83,21.6,710.32,115.32,-28.21
9*25*2018 7:15:49 PM,675.03,735.3,21.52,710.29,115.29,-28.24
9*25*2018 7:26:10 PM,686,733.67,21.42,710.26,115.26,-28.27
9*25*2018 7:36:30 PM,697.03,732.23,21.33,710.23,115.23,-28.3
9*25*2018 7:46:51 PM,708.26,730.51,21.23,710.2,115.2,-28.33
9*25*2018 7:57:10 PM,719.03,729.05,21.14,710.17,115.17,-28.36
9*25*2018 8:07:31 PM,730.45,727.73,21.03,710.14,115.14,-28.39
9*25*2018 8:17:51 PM,741.6,726.49,20.93,710.12,115.12,-28.41
9*25*2018 8:28:12 PM,752.48,725.19,20.84,710.08,115.08,-28.45
9*25*2018 8:38:32 PM,763.34,723.93,20.75,710.05,115.05,-28.48
9*25*2018 8:48:53 PM,774.62,722.64,20.67,710.02,115.02,-28.51
9*25*2018 8:59:14 PM,784.91,721.26,20.58,710,115,-28.53
9*25*2018 9:09:33 PM,795.9,720.02,20.51,709.97,114.97,-28.56
9*25*2018 9:19:53 PM,806.4,718.59,20.44,709.94,114.94,-28.59
9*25*2018 9:30:13 PM,816.77,717.43,20.37,709.91,114.91,-28.62
9*25*2018 9:40:33 PM,827.32,716.18,20.32,709.88,114.88,-28.65
9*25*2018 9:50:53 PM,837.68,715.08,20.25,709.85,114.85,-28.68
9*25*2018 10:01:13 PM,847.63,713.69,20.2,709.82,114.82,-28.71
9*25*2018 10:11:34 PM,858.92,712.35,20.14,709.8,114.8,-28.73
9*25*2018 10:21:53 PM,869.09,711.13,20.08,709.77,114.77,-28.76
9*25*2018 10:32:14 PM,879.21,709.87,20.03,709.75,114.75,-28.78
9*25*2018 10:42:35 PM,889.45,708.77,19.98,709.72,114.72,-28.81
9*25*2018 10:52:55 PM,899.62,707.54,19.94,709.69,114.69,-28.84
9*25*2018 11:03:16 PM,911.01,706.32,19.89,709.67,114.67,-28.86
9*25*2018 11:13:36 PM,920.55,705.3,19.85,709.64,114.64,-28.89
9*25*2018 11:23:57 PM,930.79,704.27,19.8,709.62,114.62,-28.91
9*25*2018 11:34:16 PM,941.03,703.21,19.75,709.59,114.59,-28.94
9*25*2018 11:44:37 PM,951.05,702.15,19.71,709.57,114.57,-28.96
9*25*2018 11:54:58 PM,960.98,701.02,19.67,709.54,114.54,-28.99
9*26*2018 12:05:18 AM,971.01,699.9,19.64,709.52,114.52,-29.01
9*26*2018 12:15:39 AM,981.08,698.82,19.59,709.49,114.49,-29.04
9*26*2018 12:25:57 AM,991.42,697.77,19.55,709.47,114.47,-29.06
9*26*2018 12:36:18 AM,1001.53,696.78,19.51,709.45,114.45,-29.08
9*26*2018 12:46:39 AM,1011.35,695.87,19.46,709.42,114.42,-29.11
9*26*2018 12:56:59 AM,1020.94,695,19.43,709.39,114.39,-29.14
9*26*2018 1:07:20 AM,1030.54,693.97,19.39,709.37,114.37,-29.16
9*26*2018 1:17:40 AM,1040.29,692.96,19.35,709.35,114.35,-29.18
9*26*2018 1:27:59 AM,1050.01,692.08,19.31,709.32,114.32,-29.21
9*26*2018 1:38:19 AM,1059.53,691.1,19.27,709.3,114.3,-29.23
9*26*2018 1:48:40 AM,1069.31,690.09,19.22,709.28,114.28,-29.25
9*26*2018 1:59:00 AM,1078.81,689.17,19.18,709.26,114.26,-29.27
9*26*2018 2:09:21 AM,1088.28,688.21,19.13,709.23,114.23,-29.3
9*26*2018 2:19:41 AM,1097.3,687.21,19.09,709.22,114.22,-29.31
9*26*2018 2:30:01 AM,1106.2,686.38,19.05,709.19,114.19,-29.34
9*26*2018 2:40:09 AM,1114.62,685.64,19.02,709.17,114.17,-29.36
9*26*2018 2:50:18 AM,1122.99,684.92,19,709.14,114.14,-29.39
9*26*2018 3:00:36 AM,1133.67,684,18.97,709.11,114.11,-29.42
9*26*2018 3:10:45 AM,1140.25,683.14,18.94,709.09,114.09,-29.44
9*26*2018 3:20:48 AM,1148.95,682.29,18.91,709.07,114.07,-29.46
9*26*2018 3:30:56 AM,1157.63,681.49,18.87,709.05,114.05,-29.48
9*26*2018 3:40:57 AM,1166.18,680.64,18.84,709.04,114.04,-29.49
9*26*2018 3:51:18 AM,1175.02,679.68,18.8,709.02,114.02,-29.51
9*26*2018 4:01:23 AM,1183.87,678.92,18.76,708.99,113.99,-29.54
9*26*2018 4:11:44 AM,1191.57,678.18,18.73,708.97,113.97,-29.56
9*26*2018 4:22:05 AM,1200.1,677.3,18.69,708.95,113.95,-29.58
9*26*2018 4:32:25 AM,1208.59,676.57,18.66,708.93,113.93,-29.6
9*26*2018 4:42:44 AM,1216.9,675.86,18.62,708.91,113.91,-29.62
9*26*2018 4:53:04 AM,1225.35,675.21,18.58,708.89,113.89,-29.64
9*26*2018 5:03:25 AM,1232.79,674.34,18.54,708.87,113.87,-29.66
9*26*2018 5:13:45 AM,1242.04,673.6,18.5,708.85,113.85,-29.68
9*26*2018 5:24:06 AM,1249.93,672.89,18.47,708.83,113.83,-29.7
9*26*2018 5:34:26 AM,1257.97,672.33,18.44,708.8,113.8,-29.73
9*26*2018 5:44:47 AM,1266.42,671.61,18.4,708.78,113.78,-29.75
9*26*2018 5:55:08 AM,1275,671.11,18.36,708.75,113.75,-29.78
9*26*2018 6:05:28 AM,1283.48,670.5,18.31,708.73,113.73,-29.8
9*26*2018 6:15:49 AM,1291.79,669.93,18.27,708.71,113.71,-29.82
9*26*2018 6:26:09 AM,1299.48,669.3,18.23,708.69,113.69,-29.84
9*26*2018 6:36:30 AM,1306.79,668.64,18.19,708.66,113.66,-29.87
9*26*2018 6:46:51 AM,1314.26,667.81,18.17,708.65,113.65,-29.88
9*26*2018 6:57:11 AM,1321.87,667.18,18.14,708.63,113.63,-29.9
9*26*2018 7:07:32 AM,1329.87,666.46,18.1,708.61,113.61,-29.92
9*26*2018 7:17:53 AM,1337.74,665.78,18.06,708.58,113.58,-29.95
9*26*2018 7:28:13 AM,1345.63,665.23,18.03,708.57,113.57,-29.96
9*26*2018 7:38:34 AM,1353.25,664.59,17.99,708.55,113.55,-29.98
9*26*2018 7:48:55 AM,1360.85,664.04,17.95,708.52,113.52,-30.01
9*26*2018 7:59:15 AM,1369.95,663.48,17.93,708.49,113.49,-30.04
