Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*18*2018 3:53:12 PM
Stop of measurement:,10*23*2018 2:08:04 PM
Duration of Measurements:,4 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,208
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,184226046
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*18*2018 3:53:12 PM
Stop,10*23*2018 2:08:04 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.193293192300452
Dry soil weight [g]:,118
Additional Soil Paramters,
Density [g/cm3]:,0.47
Porosity [-]:,0.82
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*20*2018 9:28:57 AM,184.5,191.46,17,748.95,152.95,-13.18
10*20*2018 9:38:57 AM,185.96,193.04,17.02,748.91,152.91,-13.22
10*20*2018 9:49:01 AM,187.47,194.67,17.03,748.86,152.86,-13.27
10*20*2018 9:59:02 AM,189.06,196.29,17.04,748.82,152.82,-13.31
10*20*2018 10:09:05 AM,190.64,197.87,17.06,748.77,152.77,-13.36
10*20*2018 10:19:07 AM,190.85,198.38,17.09,748.73,152.73,-13.4
10*20*2018 10:29:07 AM,192.77,200.13,17.14,748.68,152.68,-13.45
10*20*2018 10:39:07 AM,194.36,201.82,17.19,748.62,152.62,-13.51
10*20*2018 10:49:10 AM,195.72,203.09,17.24,748.59,152.59,-13.54
10*20*2018 10:59:14 AM,196.97,204.39,17.3,748.54,152.54,-13.59
10*20*2018 11:09:15 AM,198.49,206.02,17.35,748.5,152.5,-13.63
10*20*2018 11:19:16 AM,199.98,207.42,17.42,748.45,152.45,-13.68
10*20*2018 11:29:20 AM,201.38,208.94,17.49,748.41,152.41,-13.72
10*20*2018 11:39:21 AM,202.77,210.48,17.56,748.36,152.36,-13.77
10*20*2018 11:49:22 AM,204.18,211.89,17.64,748.32,152.32,-13.81
10*20*2018 11:59:26 AM,205.69,213.46,17.72,748.28,152.28,-13.85
10*20*2018 12:09:28 PM,207.35,215.25,17.8,748.23,152.23,-13.9
10*20*2018 12:19:31 PM,208.9,216.9,17.88,748.18,152.18,-13.95
10*20*2018 12:29:31 PM,210.53,218.61,17.95,748.14,152.14,-13.99
10*20*2018 12:39:35 PM,212.09,220.27,18.03,748.09,152.09,-14.04
10*20*2018 12:49:36 PM,213.67,221.89,18.11,748.05,152.05,-14.08
10*20*2018 12:59:39 PM,215.25,223.51,18.19,748,152,-14.13
10*20*2018 1:09:40 PM,212.12,224.67,18.28,747.96,151.96,-14.17
10*20*2018 1:19:43 PM,217.65,226.2,18.37,747.91,151.91,-14.22
10*20*2018 1:29:50 PM,219.22,227.87,18.46,747.86,151.86,-14.27
10*20*2018 1:39:51 PM,220.99,229.61,18.54,747.82,151.82,-14.31
10*20*2018 1:49:53 PM,222.64,230.85,18.62,747.78,151.78,-14.35
10*20*2018 1:59:54 PM,224.2,232.78,18.7,747.73,151.73,-14.4
10*20*2018 2:09:55 PM,225.92,234.56,18.78,747.68,151.68,-14.45
10*20*2018 2:19:56 PM,227.07,235.86,18.86,747.64,151.64,-14.49
10*20*2018 2:30:00 PM,228.75,237.1,18.95,747.6,151.6,-14.53
10*20*2018 2:40:00 PM,230.05,238.43,19.04,747.56,151.56,-14.57
10*20*2018 2:50:02 PM,231.45,239.69,19.12,747.52,151.52,-14.61
10*20*2018 3:00:04 PM,232.89,241.29,19.21,747.47,151.47,-14.66
10*20*2018 3:10:07 PM,234.98,243.86,19.28,747.43,151.43,-14.7
10*20*2018 3:20:07 PM,236.58,245.44,19.34,747.39,151.39,-14.74
10*20*2018 3:30:09 PM,238.13,246.78,19.41,747.35,151.35,-14.78
10*20*2018 3:40:11 PM,239.53,248.11,19.49,747.31,151.31,-14.82
10*20*2018 3:50:11 PM,240.95,249.63,19.56,747.27,151.27,-14.86
10*20*2018 4:00:13 PM,242.4,251.29,19.63,747.23,151.23,-14.9
10*20*2018 4:10:14 PM,244.71,253.93,19.69,747.18,151.18,-14.95
10*20*2018 4:20:15 PM,246.33,255.15,19.74,747.14,151.14,-14.99
10*20*2018 4:30:20 PM,247.89,256.76,19.79,747.1,151.1,-15.03
10*20*2018 4:40:21 PM,249.52,258.5,19.84,747.06,151.06,-15.07
10*20*2018 4:50:23 PM,251.28,260.58,19.89,747.02,151.02,-15.11
10*20*2018 5:00:26 PM,253,262.65,19.94,746.98,150.98,-15.15
10*20*2018 5:10:30 PM,255.45,265.18,19.97,746.93,150.93,-15.2
10*20*2018 5:20:33 PM,257.15,266.6,20,746.89,150.89,-15.24
10*20*2018 5:30:34 PM,258.86,268.32,20.03,746.85,150.85,-15.28
10*20*2018 5:40:36 PM,260.66,270.12,20.07,746.81,150.81,-15.32
10*20*2018 5:50:39 PM,262.5,272.18,20.09,746.77,150.77,-15.36
10*20*2018 6:00:40 PM,264.36,274.66,20.12,746.72,150.72,-15.41
10*20*2018 6:10:44 PM,266.98,277.19,20.12,746.67,150.67,-15.46
10*20*2018 6:20:46 PM,268.98,279.21,20.11,746.63,150.63,-15.5
10*20*2018 6:30:49 PM,271.27,282.44,20.1,746.59,150.59,-15.54
10*20*2018 6:40:51 PM,274.1,285.95,20.08,746.53,150.53,-15.6
10*20*2018 6:50:54 PM,276.97,289.16,20.03,746.47,150.47,-15.66
10*20*2018 7:00:58 PM,279.86,291.86,19.98,746.41,150.41,-15.72
10*20*2018 7:11:02 PM,282.54,295.12,19.93,746.36,150.36,-15.77
10*20*2018 7:21:06 PM,285.37,298.32,19.87,746.31,150.31,-15.82
10*20*2018 7:31:07 PM,288.18,301.55,19.81,746.25,150.25,-15.88
10*20*2018 7:41:09 PM,291.09,304.78,19.75,746.2,150.2,-15.93
10*20*2018 7:51:10 PM,293.89,307.93,19.68,746.15,150.15,-15.98
10*20*2018 8:01:13 PM,296.63,311.07,19.62,746.09,150.09,-16.04
10*20*2018 8:11:16 PM,299.75,314.47,19.55,746.04,150.04,-16.09
10*20*2018 8:21:19 PM,302.57,317.49,19.49,745.99,149.99,-16.14
10*20*2018 8:31:20 PM,305.27,320.28,19.43,745.94,149.94,-16.19
10*20*2018 8:41:25 PM,308.22,323.86,19.37,745.89,149.89,-16.24
10*20*2018 8:51:29 PM,311.21,326.97,19.3,745.84,149.84,-16.29
10*20*2018 9:01:31 PM,314.15,330.25,19.24,745.78,149.78,-16.35
10*20*2018 9:11:32 PM,317.27,333.77,19.18,745.74,149.74,-16.39
10*20*2018 9:21:37 PM,320.32,337.16,19.12,745.68,149.68,-16.45
10*20*2018 9:31:41 PM,323.53,340.62,19.07,745.63,149.63,-16.5
10*20*2018 9:41:44 PM,326.54,343.86,19.01,745.57,149.57,-16.56
10*20*2018 9:51:48 PM,329.66,347.27,18.96,745.52,149.52,-16.61
10*20*2018 10:01:52 PM,332.82,350.54,18.91,745.47,149.47,-16.66
10*20*2018 10:11:55 PM,335.93,354.05,18.86,745.42,149.42,-16.71
10*20*2018 10:21:57 PM,339.03,357.73,18.82,745.37,149.37,-16.76
10*20*2018 10:31:59 PM,342.16,361.34,18.78,745.31,149.31,-16.82
10*20*2018 10:42:01 PM,345.42,365.18,18.75,745.26,149.26,-16.87
10*20*2018 10:52:03 PM,348.72,368.74,18.7,745.21,149.21,-16.92
10*20*2018 11:02:07 PM,352.02,372.43,18.66,745.16,149.16,-16.97
10*20*2018 11:12:10 PM,355.27,376.09,18.62,745.1,149.1,-17.03
10*20*2018 11:22:12 PM,358.49,379.43,18.59,745.05,149.05,-17.08
10*20*2018 11:32:16 PM,361.71,383.22,18.57,745,149,-17.13
10*20*2018 11:42:20 PM,365.04,387.21,18.54,744.94,148.94,-17.19
10*20*2018 11:52:22 PM,368.52,391,18.51,744.9,148.9,-17.23
10*21*2018 12:02:23 AM,371.89,394.31,18.47,744.85,148.85,-17.28
10*21*2018 12:12:27 AM,375.23,398.51,18.44,744.8,148.8,-17.33
10*21*2018 12:22:30 AM,378.7,402.52,18.42,744.74,148.74,-17.39
10*21*2018 12:32:35 AM,381.68,406.49,18.4,744.69,148.69,-17.44
10*21*2018 12:42:36 AM,385.04,410.65,18.38,744.65,148.65,-17.48
10*21*2018 12:52:38 AM,388.05,414.54,18.37,744.59,148.59,-17.54
10*21*2018 1:02:39 AM,391.65,417.67,18.35,744.54,148.54,-17.59
10*21*2018 1:12:43 AM,395.26,422.29,18.34,744.49,148.49,-17.64
10*21*2018 1:22:45 AM,398.88,426.48,18.32,744.44,148.44,-17.69
10*21*2018 1:32:47 AM,402.5,430.69,18.31,744.39,148.39,-17.74
10*21*2018 1:42:53 AM,406.27,435.05,18.28,744.34,148.34,-17.79
10*21*2018 1:52:58 AM,410.2,439.22,18.26,744.29,148.29,-17.84
10*21*2018 2:03:00 AM,414.22,443.46,18.24,744.24,148.24,-17.89
10*21*2018 2:13:02 AM,418.14,448.59,18.21,744.18,148.18,-17.95
10*21*2018 2:23:03 AM,422.14,453.14,18.19,744.13,148.13,-18
10*21*2018 2:33:05 AM,426.04,457.76,18.16,744.07,148.07,-18.06
10*21*2018 2:43:07 AM,430,462.38,18.13,744.02,148.02,-18.11
10*21*2018 2:53:08 AM,433.99,467.34,18.1,743.97,147.97,-18.16
10*21*2018 3:03:11 AM,438.23,472.5,18.07,743.92,147.92,-18.21
10*21*2018 3:13:11 AM,442.66,478.61,18.03,743.87,147.87,-18.26
10*21*2018 3:23:15 AM,446.86,483.38,18,743.82,147.82,-18.31
10*21*2018 3:33:17 AM,451.05,488.46,17.98,743.76,147.76,-18.37
10*21*2018 3:43:20 AM,455.29,493.4,17.95,743.72,147.72,-18.41
10*21*2018 3:53:24 AM,459.57,498.72,17.92,743.67,147.67,-18.46
10*21*2018 4:03:27 AM,463.93,504.35,17.89,743.61,147.61,-18.52
10*21*2018 4:13:31 AM,468.69,510.74,17.86,743.55,147.55,-18.58
10*21*2018 4:23:32 AM,473.29,516.41,17.83,743.5,147.5,-18.63
10*21*2018 4:33:36 AM,477.82,521.77,17.8,743.45,147.45,-18.68
10*21*2018 4:43:39 AM,482.4,527.27,17.77,743.39,147.39,-18.74
10*21*2018 4:53:41 AM,487.06,532.87,17.74,743.34,147.34,-18.79
10*21*2018 5:03:46 AM,491.87,538.9,17.71,743.28,147.28,-18.85
10*21*2018 5:13:48 AM,496.69,545.77,17.68,743.23,147.23,-18.9
10*21*2018 5:23:52 AM,501.52,551.89,17.66,743.17,147.17,-18.96
10*21*2018 5:33:55 AM,506.45,558.37,17.63,743.12,147.12,-19.01
10*21*2018 5:43:59 AM,511.33,564.58,17.61,743.07,147.07,-19.06
10*21*2018 5:54:02 AM,516.37,570.75,17.58,743.01,147.01,-19.12
10*21*2018 6:04:06 AM,521.53,578.92,17.55,742.95,146.95,-19.18
10*21*2018 6:14:08 AM,526.77,584.91,17.52,742.9,146.9,-19.23
10*21*2018 6:24:10 AM,532,591.43,17.5,742.84,146.84,-19.29
10*21*2018 6:34:15 AM,537.18,598.34,17.47,742.79,146.79,-19.34
10*21*2018 6:44:16 AM,542.46,605.56,17.45,742.74,146.74,-19.39
10*21*2018 6:54:17 AM,547.68,612.39,17.43,742.69,146.69,-19.44
10*21*2018 7:04:23 AM,552.53,620.28,17.41,742.62,146.62,-19.51
10*21*2018 7:14:24 AM,558.21,627.47,17.39,742.57,146.57,-19.56
10*21*2018 7:24:25 AM,563.73,634.7,17.37,742.52,146.52,-19.61
10*21*2018 7:34:27 AM,569.38,642.16,17.35,742.46,146.46,-19.67
10*21*2018 7:44:31 AM,575.03,649.63,17.32,742.41,146.41,-19.72
10*21*2018 7:54:31 AM,580.57,657.39,17.3,742.35,146.35,-19.78
10*21*2018 8:04:31 AM,586.24,666.27,17.28,742.3,146.3,-19.83
10*21*2018 8:14:35 AM,592.06,673.87,17.27,742.24,146.24,-19.89
10*21*2018 8:24:37 AM,597.79,681.79,17.26,742.19,146.19,-19.94
10*21*2018 8:34:39 AM,603.6,689.95,17.25,742.13,146.13,-20
10*21*2018 8:44:43 AM,609.59,698.26,17.24,742.08,146.08,-20.05
10*21*2018 8:54:48 AM,615.63,706.6,17.24,742.02,146.02,-20.11
10*21*2018 9:04:49 AM,621.5,716.02,17.24,741.96,145.96,-20.17
10*21*2018 9:14:49 AM,627.56,724.62,17.24,741.9,145.9,-20.23
10*21*2018 9:24:49 AM,633.65,733.24,17.26,741.86,145.86,-20.27
10*21*2018 9:34:52 AM,639.33,741.98,17.27,741.8,145.8,-20.33
10*21*2018 9:44:57 AM,645.65,751.17,17.28,741.75,145.75,-20.38
10*21*2018 9:55:01 AM,652.03,759.63,17.3,741.69,145.69,-20.44
10*21*2018 10:05:06 AM,658.26,768.74,17.32,741.63,145.63,-20.5
10*21*2018 10:15:08 AM,664.51,777.24,17.35,741.58,145.58,-20.55
10*21*2018 10:25:08 AM,670.77,786.4,17.39,741.53,145.53,-20.6
10*21*2018 10:35:09 AM,677.09,795.37,17.43,741.49,145.49,-20.64
10*21*2018 10:45:10 AM,683.04,803.22,17.49,741.44,145.44,-20.69
10*21*2018 10:55:16 AM,689.11,811.28,17.56,741.39,145.39,-20.74
10*21*2018 11:05:20 AM,695.22,819.04,17.62,741.35,145.35,-20.78
10*21*2018 11:15:20 AM,701.21,827.93,17.69,741.3,145.3,-20.83
10*21*2018 11:25:22 AM,707.31,836.59,17.76,741.26,145.26,-20.87
10*21*2018 11:35:23 AM,713.4,844.81,17.83,741.22,145.22,-20.91
10*21*2018 11:45:25 AM,719.41,852.72,17.9,741.17,145.17,-20.96
10*21*2018 11:55:26 AM,725.31,861.91,17.98,741.13,145.13,-21
10*21*2018 12:05:26 PM,731.49,870.1,18.07,741.08,145.08,-21.05
10*21*2018 12:15:30 PM,737.64,880.1,18.15,741.03,145.03,-21.1
10*21*2018 12:25:33 PM,743.98,890.12,18.24,740.98,144.98,-21.15
10*21*2018 12:35:35 PM,750.34,900.22,18.32,740.94,144.94,-21.19
10*21*2018 12:45:37 PM,756.69,910.29,18.4,740.89,144.89,-21.24
10*21*2018 12:55:39 PM,763.07,920.03,18.47,740.85,144.85,-21.28
10*21*2018 1:05:41 PM,769.45,929.9,18.56,740.79,144.79,-21.34
10*21*2018 1:15:42 PM,765.02,939.42,18.65,740.75,144.75,-21.38
10*21*2018 1:25:45 PM,768.41,949.11,18.73,740.7,144.7,-21.43
10*21*2018 1:35:48 PM,775.32,959.16,18.82,740.65,144.65,-21.48
10*21*2018 1:45:49 PM,782.93,969.3,18.91,740.6,144.6,-21.53
10*21*2018 1:55:52 PM,789.09,979.35,18.99,740.56,144.56,-21.57
10*21*2018 2:05:54 PM,794.39,988.34,19.07,740.51,144.51,-21.62
10*21*2018 2:15:54 PM,799.16,998.53,19.15,740.47,144.47,-21.66
10*21*2018 2:25:57 PM,803.78,1007.06,19.24,740.42,144.42,-21.71
10*21*2018 2:35:59 PM,808.05,1015.78,19.34,740.38,144.38,-21.75
10*21*2018 2:46:03 PM,811.2,1023.44,19.43,740.34,144.34,-21.79
10*21*2018 2:56:07 PM,810.65,1031.55,19.53,740.3,144.3,-21.83
10*21*2018 3:06:11 PM,809.28,1046.5,19.61,740.25,144.25,-21.88
10*21*2018 3:16:12 PM,808.42,1054.71,19.68,740.21,144.21,-21.92
10*21*2018 3:26:13 PM,807.48,1064.8,19.75,740.17,144.17,-21.96
10*21*2018 3:36:16 PM,806.33,866.1,19.83,740.13,144.13,-22
10*21*2018 3:46:16 PM,804.84,863.54,19.91,740.09,144.09,-22.04
10*21*2018 3:56:22 PM,803.33,855.99,19.99,740.04,144.04,-22.09
10*21*2018 4:06:24 PM,801.54,850.64,20.06,740,144,-22.13
10*21*2018 4:16:28 PM,799.66,845.63,20.11,739.96,143.96,-22.17
10*21*2018 4:26:33 PM,797.38,842,20.17,739.92,143.92,-22.21
10*21*2018 4:36:34 PM,794.47,838.57,20.22,739.88,143.88,-22.25
10*21*2018 4:46:38 PM,791.1,835.56,20.28,739.84,143.84,-22.29
10*21*2018 4:56:41 PM,787.53,832.91,20.34,739.79,143.79,-22.34
10*21*2018 5:06:46 PM,784.07,828.72,20.39,739.74,143.74,-22.39
10*21*2018 5:16:50 PM,780.91,826.99,20.41,739.7,143.7,-22.43
10*21*2018 5:26:54 PM,777.6,825.1,20.45,739.66,143.66,-22.47
10*21*2018 5:36:58 PM,774.45,823.16,20.48,739.62,143.62,-22.51
10*21*2018 5:47:02 PM,771.49,821.36,20.51,739.58,143.58,-22.55
10*21*2018 5:57:07 PM,768.78,819.74,20.52,739.53,143.53,-22.6
10*21*2018 6:07:10 PM,766.16,817.6,20.53,739.48,143.48,-22.65
10*21*2018 6:17:12 PM,763.61,816.09,20.52,739.44,143.44,-22.69
10*21*2018 6:27:16 PM,761.2,814.67,20.5,739.4,143.4,-22.73
10*21*2018 6:37:16 PM,758.95,813.36,20.48,739.35,143.35,-22.78
10*21*2018 6:47:20 PM,756.79,812.11,20.43,739.3,143.3,-22.83
10*21*2018 6:57:21 PM,754.84,810.97,20.37,739.24,143.24,-22.89
10*21*2018 7:07:22 PM,752.93,809.63,20.29,739.18,143.18,-22.95
10*21*2018 7:17:26 PM,751.1,808.55,20.21,739.13,143.13,-23
10*21*2018 7:27:29 PM,749.31,807.32,20.12,739.08,143.08,-23.05
10*21*2018 7:37:32 PM,747.58,806.13,20.02,739.05,143.05,-23.08
10*21*2018 7:47:33 PM,745.85,804.96,19.92,739,143,-23.13
10*21*2018 7:57:37 PM,744.14,803.8,19.83,738.94,142.94,-23.19
10*21*2018 8:07:38 PM,742.55,802.79,19.74,738.88,142.88,-23.25
10*21*2018 8:17:40 PM,741.05,801.78,19.64,738.83,142.83,-23.3
10*21*2018 8:27:43 PM,739.54,800.66,19.53,738.78,142.78,-23.35
10*21*2018 8:37:48 PM,738.05,799.59,19.44,738.73,142.73,-23.4
10*21*2018 8:47:51 PM,736.63,798.62,19.33,738.67,142.67,-23.46
10*21*2018 8:57:55 PM,735.39,797.75,19.22,738.62,142.62,-23.51
10*21*2018 9:07:58 PM,734.13,796.75,19.11,738.57,142.57,-23.56
10*21*2018 9:17:58 PM,732.93,795.92,19.01,738.52,142.52,-23.61
10*21*2018 9:28:01 PM,731.79,795.06,18.92,738.47,142.47,-23.66
10*21*2018 9:38:02 PM,730.59,794.12,18.84,738.41,142.41,-23.72
10*21*2018 9:48:03 PM,729.42,793.19,18.78,738.36,142.36,-23.77
10*21*2018 9:58:06 PM,728.22,792.26,18.71,738.31,142.31,-23.82
10*21*2018 10:08:11 PM,727.14,791.41,18.65,738.25,142.25,-23.88
10*21*2018 10:18:13 PM,725.98,790.48,18.59,738.2,142.2,-23.93
10*21*2018 10:28:17 PM,724.93,789.7,18.53,738.15,142.15,-23.98
10*21*2018 10:38:18 PM,723.89,788.79,18.47,738.1,142.1,-24.03
10*21*2018 10:48:20 PM,722.8,787.9,18.43,738.05,142.05,-24.08
10*21*2018 10:58:26 PM,721.74,786.98,18.39,737.99,141.99,-24.14
10*21*2018 11:08:26 PM,720.65,786.09,18.34,737.94,141.94,-24.19
10*21*2018 11:18:30 PM,719.72,785.27,18.3,737.89,141.89,-24.24
10*21*2018 11:28:35 PM,718.76,784.48,18.26,737.84,141.84,-24.29
10*21*2018 11:38:36 PM,717.85,783.72,18.22,737.79,141.79,-24.34
10*21*2018 11:48:36 PM,716.85,782.87,18.17,737.74,141.74,-24.39
10*21*2018 11:58:37 PM,716,782.09,18.14,737.69,141.69,-24.44
10*22*2018 12:08:37 AM,715.04,781.22,18.11,737.64,141.64,-24.49
10*22*2018 12:18:42 AM,714.22,780.51,18.08,737.58,141.58,-24.55
10*22*2018 12:28:46 AM,713.31,779.65,18.05,737.53,141.53,-24.6
10*22*2018 12:38:50 AM,712.4,778.87,18.02,737.48,141.48,-24.65
10*22*2018 12:48:51 AM,711.6,778.14,17.99,737.43,141.43,-24.7
10*22*2018 12:58:52 AM,710.84,777.34,17.96,737.39,141.39,-24.74
10*22*2018 1:08:55 AM,710.13,776.66,17.94,737.33,141.33,-24.8
10*22*2018 1:19:00 AM,709.33,775.87,17.92,737.28,141.28,-24.85
10*22*2018 1:29:02 AM,708.61,775.23,17.9,737.23,141.23,-24.9
10*22*2018 1:39:03 AM,707.93,774.47,17.87,737.17,141.17,-24.96
10*22*2018 1:49:04 AM,707.29,773.81,17.84,737.13,141.13,-25
10*22*2018 1:59:04 AM,706.59,773.12,17.81,737.08,141.08,-25.05
10*22*2018 2:09:05 AM,705.96,772.41,17.77,737.03,141.03,-25.1
10*22*2018 2:19:08 AM,705.24,771.71,17.75,736.98,140.98,-25.15
10*22*2018 2:29:12 AM,704.62,770.96,17.73,736.93,140.93,-25.2
10*22*2018 2:39:14 AM,703.99,770.33,17.7,736.88,140.88,-25.25
10*22*2018 2:49:15 AM,703.42,769.72,17.68,736.82,140.82,-25.31
10*22*2018 2:59:17 AM,702.98,769.1,17.65,736.78,140.78,-25.35
10*22*2018 3:09:21 AM,702.27,768.35,17.64,736.73,140.73,-25.4
10*22*2018 3:19:25 AM,701.62,767.67,17.63,736.69,140.69,-25.44
10*22*2018 3:29:28 AM,701.06,767.04,17.62,736.63,140.63,-25.5
10*22*2018 3:39:31 AM,700.5,766.34,17.6,736.58,140.58,-25.55
10*22*2018 3:49:34 AM,699.99,765.73,17.58,736.52,140.52,-25.61
10*22*2018 3:59:37 AM,699.42,764.96,17.56,736.48,140.48,-25.65
10*22*2018 4:09:40 AM,698.96,764.42,17.53,736.43,140.43,-25.7
10*22*2018 4:19:41 AM,698.41,763.72,17.51,736.39,140.39,-25.74
10*22*2018 4:29:44 AM,697.92,763.06,17.49,736.34,140.34,-25.79
10*22*2018 4:39:48 AM,697.41,762.4,17.48,736.29,140.29,-25.84
10*22*2018 4:49:52 AM,696.97,761.81,17.45,736.24,140.24,-25.89
10*22*2018 4:59:56 AM,696.55,761.25,17.42,736.19,140.19,-25.94
10*22*2018 5:10:01 AM,696.16,760.72,17.39,736.14,140.14,-25.99
10*22*2018 5:20:02 AM,695.66,760.17,17.36,736.1,140.1,-26.03
10*22*2018 5:30:03 AM,695.2,759.61,17.33,736.06,140.06,-26.07
10*22*2018 5:40:04 AM,694.91,759.02,17.31,736.02,140.02,-26.11
10*22*2018 5:50:06 AM,694.41,758.36,17.3,735.96,139.96,-26.17
10*22*2018 6:00:08 AM,693.93,757.82,17.28,735.92,139.92,-26.21
10*22*2018 6:10:08 AM,693.69,757.32,17.26,735.87,139.87,-26.26
10*22*2018 6:20:10 AM,693.24,756.78,17.23,735.82,139.82,-26.31
10*22*2018 6:30:12 AM,692.81,756.25,17.21,735.77,139.77,-26.36
10*22*2018 6:40:15 AM,692.61,755.75,17.18,735.74,139.74,-26.39
10*22*2018 6:50:19 AM,692.15,755.21,17.16,735.69,139.69,-26.44
10*22*2018 7:00:19 AM,691.86,754.71,17.14,735.64,139.64,-26.49
10*22*2018 7:10:20 AM,691.41,754.16,17.12,735.59,139.59,-26.54
10*22*2018 7:20:23 AM,691.12,753.69,17.1,735.54,139.54,-26.59
10*22*2018 7:30:25 AM,690.92,753.27,17.08,735.49,139.49,-26.64
10*22*2018 7:40:26 AM,690.54,752.83,17.05,735.46,139.46,-26.67
10*22*2018 7:50:27 AM,690.38,752.4,17.02,735.41,139.41,-26.72
10*22*2018 8:00:28 AM,690.03,751.98,16.99,735.38,139.38,-26.75
10*22*2018 8:10:29 AM,689.76,751.58,16.98,735.32,139.32,-26.81
10*22*2018 8:20:33 AM,689.54,751.18,16.97,735.27,139.27,-26.86
10*22*2018 8:30:33 AM,689.21,750.85,16.96,735.23,139.23,-26.9
10*22*2018 8:40:34 AM,689,750.5,16.95,735.19,139.19,-26.94
10*22*2018 8:50:34 AM,688.63,750.13,16.94,735.15,139.15,-26.98
10*22*2018 9:00:38 AM,688.3,749.65,16.94,735.13,139.13,-27
10*22*2018 9:10:38 AM,688.05,749.21,16.96,735.08,139.08,-27.05
10*22*2018 9:20:41 AM,687.53,748.71,17.01,735.05,139.05,-27.08
10*22*2018 9:30:42 AM,687.11,748.16,17.07,735,139,-27.13
10*22*2018 9:40:48 AM,686.58,747.61,17.14,734.96,138.96,-27.17
10*22*2018 9:50:53 AM,685.57,747.01,17.21,734.92,138.92,-27.21
10*22*2018 10:00:59 AM,685.12,746.39,17.29,734.88,138.88,-27.25
10*22*2018 10:11:02 AM,684.73,745.85,17.36,734.84,138.84,-27.29
10*22*2018 10:21:05 AM,684.28,745.14,17.42,734.8,138.8,-27.33
10*22*2018 10:31:11 AM,683.77,744.44,17.49,734.76,138.76,-27.37
10*22*2018 10:41:14 AM,683.2,743.81,17.58,734.72,138.72,-27.41
10*22*2018 10:51:19 AM,682.49,743.15,17.65,734.68,138.68,-27.45
10*22*2018 11:01:22 AM,682.05,742.58,17.71,734.63,138.63,-27.5
10*22*2018 11:11:25 AM,681.62,742,17.75,734.6,138.6,-27.53
10*22*2018 11:21:26 AM,681.25,741.4,17.79,734.56,138.56,-27.57
10*22*2018 11:31:28 AM,680.39,740.79,17.83,734.52,138.52,-27.61
10*22*2018 11:41:32 AM,679.73,740.16,17.86,734.48,138.48,-27.65
10*22*2018 11:51:34 AM,679.28,739.49,17.9,734.44,138.44,-27.69
10*22*2018 12:01:39 PM,678.81,738.85,17.94,734.4,138.4,-27.73
10*22*2018 12:11:43 PM,678.42,738.24,17.99,734.37,138.37,-27.76
10*22*2018 12:21:43 PM,677.96,737.71,18.03,734.34,138.34,-27.79
10*22*2018 12:31:45 PM,677.49,737.08,18.07,734.29,138.29,-27.84
10*22*2018 12:41:49 PM,677.08,736.45,18.11,734.26,138.26,-27.87
10*22*2018 12:51:54 PM,676.48,735.82,18.15,734.23,138.23,-27.9
10*22*2018 1:01:57 PM,675.44,735.18,18.19,734.19,138.19,-27.94
10*22*2018 1:11:57 PM,674.99,734.49,18.24,734.16,138.16,-27.97
10*22*2018 1:22:00 PM,674.54,733.99,18.28,734.13,138.13,-28
10*22*2018 1:32:01 PM,674.1,733.43,18.33,734.09,138.09,-28.04
10*22*2018 1:42:03 PM,673.62,732.82,18.36,734.05,138.05,-28.08
10*22*2018 1:52:04 PM,673.11,732.19,18.41,734.02,138.02,-28.11
10*22*2018 2:02:05 PM,672.6,731.44,18.45,733.99,137.99,-28.14
10*22*2018 2:12:06 PM,672,730.65,18.5,733.97,137.97,-28.16
10*22*2018 2:22:08 PM,671.4,729.8,18.57,733.95,137.95,-28.18
10*22*2018 2:32:10 PM,670.83,729.06,18.64,733.93,137.93,-28.2
10*22*2018 2:42:11 PM,670.17,728.26,18.72,733.9,137.9,-28.23
10*22*2018 2:52:13 PM,669.6,727.6,18.79,733.88,137.88,-28.25
