Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*25*2018 3:43:23 PM
Stop of measurement:,10*28*2018 9:44:45 AM
Duration of Measurements:,2 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,208
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*25*2018 3:43:23 PM
Stop,10*28*2018 9:44:45 AM
,
Calculation of water contents,
Calculation of water contents,Estimation of initial water content
Initial water content [Vol%]:,0.489000015258789
Dry soil weight [g]:,134
Additional Soil Paramters,
Density [g/cm3]:,1.35
Porosity [-]:,0.49
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*27*2018 9:09:04 AM,184.23,204.36,20.7,763.13,167.13,-15.27
10*27*2018 9:19:19 AM,185.89,206.67,20.71,763.06,167.06,-15.34
10*27*2018 9:29:35 AM,187.57,208.88,20.72,763.01,167.01,-15.39
10*27*2018 9:39:50 AM,189.2,211.13,20.73,762.94,166.94,-15.46
10*27*2018 9:50:06 AM,190.88,213.39,20.74,762.88,166.88,-15.52
10*27*2018 10:00:20 AM,192.77,215.44,20.75,762.82,166.82,-15.58
10*27*2018 10:10:34 AM,194.22,217.92,20.77,762.77,166.77,-15.63
10*27*2018 10:20:49 AM,195.83,220.53,20.78,762.7,166.7,-15.7
10*27*2018 10:31:05 AM,197.57,222.89,20.79,762.65,166.65,-15.75
10*27*2018 10:41:19 AM,199.26,225.15,20.82,762.59,166.59,-15.81
10*27*2018 10:51:34 AM,200.96,227.78,20.84,762.53,166.53,-15.87
10*27*2018 11:01:49 AM,202.68,231.76,20.86,762.47,166.47,-15.93
10*27*2018 11:12:04 AM,204.48,233.43,20.88,762.4,166.4,-16
10*27*2018 11:22:19 AM,206.32,236.48,20.89,762.34,166.34,-16.06
10*27*2018 11:32:33 AM,208.22,239.87,20.89,762.27,166.27,-16.13
10*27*2018 11:42:48 AM,210.08,243.28,20.89,762.21,166.21,-16.19
10*27*2018 11:53:03 AM,212.03,246.37,20.89,762.15,166.15,-16.25
10*27*2018 12:03:19 PM,214.08,250.05,20.88,762.06,166.06,-16.34
10*27*2018 12:13:33 PM,216.05,253.23,20.88,762.02,166.02,-16.38
10*27*2018 12:23:48 PM,218.06,256.96,20.87,761.95,165.95,-16.45
10*27*2018 12:34:03 PM,220.22,260.97,20.86,761.88,165.88,-16.52
10*27*2018 12:44:18 PM,222.33,264.65,20.85,761.81,165.81,-16.59
10*27*2018 12:54:36 PM,224.48,268.21,20.85,761.77,165.77,-16.63
10*27*2018 1:04:51 PM,226.61,272.13,20.86,761.71,165.71,-16.69
10*27*2018 1:15:06 PM,228.85,275.8,20.86,761.65,165.65,-16.75
10*27*2018 1:25:20 PM,231.08,280.2,20.86,761.57,165.57,-16.83
10*27*2018 1:35:35 PM,233.37,284.6,20.84,761.51,165.51,-16.89
10*27*2018 1:45:49 PM,235.66,288.59,20.83,761.46,165.46,-16.94
10*27*2018 1:56:04 PM,238.01,292.89,20.82,761.4,165.4,-17
10*27*2018 2:06:19 PM,240.33,297.32,20.81,761.31,165.31,-17.09
10*27*2018 2:16:36 PM,242.71,302.03,20.81,761.28,165.28,-17.12
10*27*2018 2:26:49 PM,245.17,306.42,20.82,761.21,165.21,-17.19
10*27*2018 2:37:03 PM,247.56,311.3,20.84,761.13,165.13,-17.27
10*27*2018 2:47:18 PM,250.1,316.39,20.84,761.07,165.07,-17.33
10*27*2018 2:57:32 PM,252.68,320.87,20.84,761.02,165.02,-17.38
10*27*2018 3:07:47 PM,255.25,325.77,20.83,760.95,164.95,-17.45
10*27*2018 3:18:01 PM,257.83,330.94,20.83,760.9,164.9,-17.5
10*27*2018 3:28:15 PM,260.49,335.95,20.84,760.83,164.83,-17.57
10*27*2018 3:38:30 PM,263.18,341.35,20.84,760.76,164.76,-17.64
10*27*2018 3:48:46 PM,265.86,346.89,20.84,760.7,164.7,-17.7
10*27*2018 3:59:00 PM,268.65,352.55,20.84,760.63,164.63,-17.77
10*27*2018 4:09:15 PM,271.61,358.36,20.83,760.58,164.58,-17.82
10*27*2018 4:19:29 PM,274.44,364.06,20.81,760.5,164.5,-17.9
10*27*2018 4:29:43 PM,277.29,369.68,20.81,760.45,164.45,-17.95
10*27*2018 4:40:00 PM,280.23,375.59,20.8,760.39,164.39,-18.01
10*27*2018 4:50:14 PM,283.21,381.7,20.8,760.33,164.33,-18.07
10*27*2018 5:00:30 PM,286.52,387.79,20.79,760.25,164.25,-18.15
10*27*2018 5:10:46 PM,289.45,394.08,20.77,760.21,164.21,-18.19
10*27*2018 5:21:01 PM,292.67,400.51,20.75,760.14,164.14,-18.26
10*27*2018 5:31:15 PM,295.84,406.81,20.72,760.08,164.08,-18.32
10*27*2018 5:41:31 PM,299.01,413.25,20.7,760.03,164.03,-18.37
10*27*2018 5:51:45 PM,302.2,419.84,20.68,759.95,163.95,-18.45
10*27*2018 6:02:00 PM,305.79,425.3,20.66,759.88,163.88,-18.52
10*27*2018 6:12:13 PM,308.97,433.05,20.62,759.82,163.82,-18.58
10*27*2018 6:22:27 PM,312.34,439.47,20.59,759.78,163.78,-18.62
10*27*2018 6:32:44 PM,315.62,446.1,20.57,759.72,163.72,-18.68
10*27*2018 6:42:58 PM,319.06,452.83,20.56,759.65,163.65,-18.75
10*27*2018 6:53:12 PM,322.55,459.57,20.55,759.6,163.6,-18.8
10*27*2018 7:03:26 PM,326.11,465.66,20.54,759.54,163.54,-18.86
10*27*2018 7:13:41 PM,329.56,473,20.53,759.47,163.47,-18.93
10*27*2018 7:23:54 PM,332.99,479.72,20.52,759.43,163.43,-18.97
10*27*2018 7:34:09 PM,336.57,486.55,20.52,759.37,163.37,-19.03
10*27*2018 7:44:24 PM,340.2,493.5,20.51,759.3,163.3,-19.1
10*27*2018 7:54:39 PM,343.9,500.57,20.5,759.25,163.25,-19.15
10*27*2018 8:04:53 PM,347.61,507.48,20.48,759.19,163.19,-19.21
10*27*2018 8:15:08 PM,351.37,514.41,20.46,759.13,163.13,-19.27
10*27*2018 8:25:25 PM,355.13,521.23,20.44,759.06,163.06,-19.34
10*27*2018 8:35:40 PM,358.77,528.42,20.43,759.03,163.03,-19.37
10*27*2018 8:45:54 PM,362.6,535.22,20.43,758.96,162.96,-19.44
10*27*2018 8:56:09 PM,366.41,542.22,20.43,758.93,162.93,-19.47
10*27*2018 9:06:23 PM,370.19,549.34,20.43,758.88,162.88,-19.52
10*27*2018 9:16:38 PM,373.92,556.28,20.44,758.77,162.77,-19.63
10*27*2018 9:26:55 PM,377.79,563.54,20.46,758.77,162.77,-19.63
10*27*2018 9:37:10 PM,381.71,570.7,20.47,758.71,162.71,-19.69
10*27*2018 9:47:25 PM,385.68,578,20.48,758.67,162.67,-19.73
10*27*2018 9:57:39 PM,389.68,585.21,20.48,758.64,162.64,-19.76
10*27*2018 10:07:54 PM,393.67,592.46,20.48,758.58,162.58,-19.82
10*27*2018 10:18:08 PM,397.59,599.67,20.5,758.55,162.55,-19.85
10*27*2018 10:28:23 PM,401.61,607.04,20.52,758.48,162.48,-19.92
10*27*2018 10:38:37 PM,405.77,614.54,20.53,758.41,162.41,-19.99
10*27*2018 10:48:53 PM,409.92,621.96,20.54,758.39,162.39,-20.01
10*27*2018 10:59:07 PM,414.11,629.62,20.54,758.35,162.35,-20.05
10*27*2018 11:09:23 PM,418.35,637.21,20.55,758.31,162.31,-20.09
10*27*2018 11:19:38 PM,422.53,644.72,20.55,758.27,162.27,-20.13
10*27*2018 11:29:52 PM,426.74,652.38,20.56,758.21,162.21,-20.19
10*27*2018 11:40:09 PM,430.99,660.13,20.57,758.11,162.11,-20.29
10*27*2018 11:50:23 PM,435.27,667.8,20.59,758.12,162.12,-20.28
10*28*2018 12:00:37 AM,439.99,675.8,20.6,758.09,162.09,-20.31
10*28*2018 12:10:51 AM,443.94,683.53,20.62,758.03,162.03,-20.37
10*28*2018 12:21:06 AM,448.4,691.38,20.63,757.99,161.99,-20.41
10*28*2018 12:31:20 AM,452.8,699.22,20.64,757.96,161.96,-20.44
10*28*2018 12:41:35 AM,457.15,707.21,20.66,757.92,161.92,-20.48
10*28*2018 12:51:49 AM,461.7,715.28,20.68,757.87,161.87,-20.53
10*28*2018 1:02:05 AM,467.07,722.53,20.68,757.81,161.81,-20.59
10*28*2018 1:12:19 AM,470.95,731.77,20.69,757.78,161.78,-20.62
10*28*2018 1:22:33 AM,475.66,739.96,20.68,757.75,161.75,-20.65
10*28*2018 1:32:48 AM,480.28,748.16,20.69,757.72,161.72,-20.68
10*28*2018 1:43:02 AM,485.02,756.56,20.7,757.67,161.67,-20.73
10*28*2018 1:53:18 AM,489.75,764.93,20.71,757.63,161.63,-20.77
10*28*2018 2:03:32 AM,494.39,774.59,20.72,757.59,161.59,-20.81
10*28*2018 2:13:47 AM,499.42,781.73,20.71,757.55,161.55,-20.85
10*28*2018 2:24:02 AM,504.2,790.25,20.71,757.51,161.51,-20.89
10*28*2018 2:34:17 AM,509.08,798.69,20.72,757.47,161.47,-20.93
10*28*2018 2:44:31 AM,513.87,807.07,20.73,757.43,161.43,-20.97
10*28*2018 2:54:46 AM,518.76,815.58,20.74,757.39,161.39,-21.01
10*28*2018 3:05:00 AM,523.7,824.21,20.75,757.36,161.36,-21.04
10*28*2018 3:15:14 AM,528.61,832.92,20.75,757.32,161.32,-21.08
10*28*2018 3:25:30 AM,533.65,841.67,20.75,757.28,161.28,-21.12
10*28*2018 3:35:44 AM,538.66,850.38,20.74,757.26,161.26,-21.14
10*28*2018 3:45:58 AM,543.67,859.12,20.74,757.21,161.21,-21.19
10*28*2018 3:56:13 AM,548.66,805.99,20.75,757.18,161.18,-21.22
10*28*2018 4:06:27 AM,553.6,829.57,20.76,757.14,161.14,-21.26
10*28*2018 4:16:42 AM,558.68,835.68,20.77,757.11,161.11,-21.29
10*28*2018 4:26:56 AM,563.8,838.92,20.78,757.07,161.07,-21.33
10*28*2018 4:37:12 AM,568.94,840.7,20.78,757.04,161.04,-21.36
10*28*2018 4:47:26 AM,574.13,841.04,20.77,757,161,-21.4
10*28*2018 4:57:41 AM,579.38,839.63,20.76,756.95,160.95,-21.45
10*28*2018 5:07:56 AM,584.61,836.79,20.75,756.94,160.94,-21.46
10*28*2018 5:18:11 AM,589.86,833.59,20.75,756.91,160.91,-21.49
10*28*2018 5:28:27 AM,595.13,830.31,20.76,756.86,160.86,-21.54
10*28*2018 5:38:43 AM,600.41,826.54,20.76,756.84,160.84,-21.56
10*28*2018 5:48:57 AM,605.76,823.27,20.75,756.77,160.77,-21.63
10*28*2018 5:59:12 AM,611.62,820.32,20.75,756.77,160.77,-21.63
10*28*2018 6:09:27 AM,616.4,817.34,20.75,756.74,160.74,-21.66
10*28*2018 6:19:42 AM,621.71,814.97,20.76,756.7,160.7,-21.7
10*28*2018 6:29:57 AM,627.1,812.75,20.77,756.67,160.67,-21.73
10*28*2018 6:40:12 AM,632.61,810.06,20.77,756.64,160.64,-21.76
10*28*2018 6:50:26 AM,638.15,807.38,20.76,756.61,160.61,-21.79
10*28*2018 7:00:41 AM,644.61,804.5,20.75,756.57,160.57,-21.83
10*28*2018 7:10:56 AM,649.28,801.69,20.74,756.55,160.55,-21.85
10*28*2018 7:21:10 AM,654.81,799.23,20.74,756.52,160.52,-21.88
10*28*2018 7:31:25 AM,660.46,796.97,20.73,756.49,160.49,-21.91
10*28*2018 7:41:40 AM,666.03,794.8,20.72,756.45,160.45,-21.95
10*28*2018 7:51:55 AM,671.69,792.68,20.71,756.4,160.4,-22
10*28*2018 8:02:10 AM,677.57,789.8,20.7,756.4,160.4,-22
10*28*2018 8:12:27 AM,683.08,787.61,20.7,756.36,160.36,-22.04
10*28*2018 8:22:42 AM,688.67,786.03,20.71,756.32,160.32,-22.08
10*28*2018 8:32:58 AM,694.21,784.35,20.72,756.29,160.29,-22.11
10*28*2018 8:43:12 AM,699.76,782.83,20.74,756.24,160.24,-22.16
10*28*2018 8:53:29 AM,705.38,781.23,20.76,756.19,160.19,-22.21
10*28*2018 9:03:45 AM,711.23,778.57,20.77,756.16,160.16,-22.24
10*28*2018 9:13:59 AM,716.78,777.5,20.79,756.11,160.11,-22.29
10*28*2018 9:24:14 AM,722.49,776.23,20.8,756.1,160.1,-22.3
10*28*2018 9:34:30 AM,728.19,774.92,20.82,756.07,160.07,-22.33
10*28*2018 9:44:45 AM,733.9,772.98,20.84,756.05,160.05,-22.35
10*28*2018 9:55:00 AM,739.68,771.08,20.86,756.02,160.02,-22.38
